,sp_name,sp_artist,sp_url,year,popularity,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,bbd
2105,Nitty Gritty,Edgar Winter,https://open.spotify.com/track/5JAADuN597YLY0IphJJvub,1996,0,0.00811,https://api.spotify.com/v1/audio-analysis/5JAADuN597YLY0IphJJvub,0.645,251040,0.9279999999999999,5JAADuN597YLY0IphJJvub,0.00235,2,0.486,-5.9910000000000005,1,0.0415,112.865,4,https://api.spotify.com/v1/tracks/5JAADuN597YLY0IphJJvub,audio_features,spotify:track:5JAADuN597YLY0IphJJvub,0.772,0
2106,Satisfaction,Träd Gräs Och Stenar,https://open.spotify.com/track/6XJhbEldOp5o279p9YkROz,1996,4,0.0175,https://api.spotify.com/v1/audio-analysis/6XJhbEldOp5o279p9YkROz,0.36200000000000004,538920,0.5820000000000001,6XJhbEldOp5o279p9YkROz,0.79,9,0.13699999999999998,-11.020999999999999,0,0.0363,131.993,4,https://api.spotify.com/v1/tracks/6XJhbEldOp5o279p9YkROz,audio_features,spotify:track:6XJhbEldOp5o279p9YkROz,0.642,0
2107,Playing the Game,The Reasoning,https://open.spotify.com/track/6fHAH6yEuMPZZpc7Hcz6an,2007,1,0.24,https://api.spotify.com/v1/audio-analysis/6fHAH6yEuMPZZpc7Hcz6an,0.47200000000000003,253640,0.777,6fHAH6yEuMPZZpc7Hcz6an,0.00040899999999999997,4,0.28300000000000003,-4.952,0,0.031,89.944,4,https://api.spotify.com/v1/tracks/6fHAH6yEuMPZZpc7Hcz6an,audio_features,spotify:track:6fHAH6yEuMPZZpc7Hcz6an,0.405,0
2108,New Project - Live at Shepherd's Bush,Athlete,https://open.spotify.com/track/5lcCSgTgMmBoxKt6uBaNaU,2007,14,0.509,https://api.spotify.com/v1/audio-analysis/5lcCSgTgMmBoxKt6uBaNaU,0.642,211016,0.513,5lcCSgTgMmBoxKt6uBaNaU,0.011000000000000001,0,0.892,-11.699000000000002,0,0.0322,137.111,4,https://api.spotify.com/v1/tracks/5lcCSgTgMmBoxKt6uBaNaU,audio_features,spotify:track:5lcCSgTgMmBoxKt6uBaNaU,0.243,0
2109,Joglar,Stille Volk,https://open.spotify.com/track/4H8EfPbG3nQVENwChOTvHV,2009,9,0.00145,https://api.spotify.com/v1/audio-analysis/4H8EfPbG3nQVENwChOTvHV,0.287,402653,0.7120000000000001,4H8EfPbG3nQVENwChOTvHV,1.92e-06,9,0.341,-5.737,0,0.0356,125.035,4,https://api.spotify.com/v1/tracks/4H8EfPbG3nQVENwChOTvHV,audio_features,spotify:track:4H8EfPbG3nQVENwChOTvHV,0.573,0
2110,Medo Da Chuva - Live,Isabella Taviani,https://open.spotify.com/track/6bnRsd1ClQKORRoDkvEvZm,2005,18,0.0124,https://api.spotify.com/v1/audio-analysis/6bnRsd1ClQKORRoDkvEvZm,0.67,384533,0.825,6bnRsd1ClQKORRoDkvEvZm,0.000152,7,0.966,-8.51,1,0.0754,106.01799999999999,4,https://api.spotify.com/v1/tracks/6bnRsd1ClQKORRoDkvEvZm,audio_features,spotify:track:6bnRsd1ClQKORRoDkvEvZm,0.518,0
2111,Muffled Snaps,Failure,https://open.spotify.com/track/7Glbmck3XyGjp3z6cwCKYh,1992,14,4.7799999999999996e-05,https://api.spotify.com/v1/audio-analysis/7Glbmck3XyGjp3z6cwCKYh,0.264,235427,0.797,7Glbmck3XyGjp3z6cwCKYh,0.52,8,0.11699999999999999,-13.550999999999998,1,0.0586,180.743,4,https://api.spotify.com/v1/tracks/7Glbmck3XyGjp3z6cwCKYh,audio_features,spotify:track:7Glbmck3XyGjp3z6cwCKYh,0.152,0
2112,Bottle Rocket,The Go! Team,https://open.spotify.com/track/2yP8nb4nE6RUM8JBUfNops,2004,28,0.0103,https://api.spotify.com/v1/audio-analysis/2yP8nb4nE6RUM8JBUfNops,0.44799999999999995,212133,0.9279999999999999,2yP8nb4nE6RUM8JBUfNops,0.07,2,0.23,-4.0,1,0.071,120.294,4,https://api.spotify.com/v1/tracks/2yP8nb4nE6RUM8JBUfNops,audio_features,spotify:track:2yP8nb4nE6RUM8JBUfNops,0.455,0
2113,Still A Friend Of Mine,Incognito,https://open.spotify.com/track/5B23BmNt1R61I7b8iuB4jg,1993,32,0.198,https://api.spotify.com/v1/audio-analysis/5B23BmNt1R61I7b8iuB4jg,0.648,337173,0.552,5B23BmNt1R61I7b8iuB4jg,0.00981,9,0.315,-14.122,1,0.0333,86.811,4,https://api.spotify.com/v1/tracks/5B23BmNt1R61I7b8iuB4jg,audio_features,spotify:track:5B23BmNt1R61I7b8iuB4jg,0.8490000000000001,0
2114,Clarity,Gary Burton,https://open.spotify.com/track/608sKzXczQFYGli18xdKTi,2005,2,0.988,https://api.spotify.com/v1/audio-analysis/608sKzXczQFYGli18xdKTi,0.33799999999999997,354133,0.156,608sKzXczQFYGli18xdKTi,0.8959999999999999,4,0.11,-16.33,1,0.0446,173.148,3,https://api.spotify.com/v1/tracks/608sKzXczQFYGli18xdKTi,audio_features,spotify:track:608sKzXczQFYGli18xdKTi,0.191,0
2115,Swirl,Sprung Monkey,https://open.spotify.com/track/5cT1GV4UO82scxLpzAxtXk,1999,12,8.499999999999999e-05,https://api.spotify.com/v1/audio-analysis/5cT1GV4UO82scxLpzAxtXk,0.513,322560,0.722,5cT1GV4UO82scxLpzAxtXk,0.642,11,0.11,-9.937000000000001,1,0.0451,109.95,4,https://api.spotify.com/v1/tracks/5cT1GV4UO82scxLpzAxtXk,audio_features,spotify:track:5cT1GV4UO82scxLpzAxtXk,0.573,0
2116,Itaka berriro,La Kinky Beat,https://open.spotify.com/track/5OKFSBE3Fu7mn1f0x97N3k,2008,10,0.256,https://api.spotify.com/v1/audio-analysis/5OKFSBE3Fu7mn1f0x97N3k,0.672,225302,0.777,5OKFSBE3Fu7mn1f0x97N3k,0.0231,9,0.536,-6.129,0,0.10400000000000001,172.014,4,https://api.spotify.com/v1/tracks/5OKFSBE3Fu7mn1f0x97N3k,audio_features,spotify:track:5OKFSBE3Fu7mn1f0x97N3k,0.7070000000000001,0
2117,Under The Stars - Original,tyDi,https://open.spotify.com/track/1HXadW5TmHpQPcvdAOv3Ae,2009,0,0.0027300000000000002,https://api.spotify.com/v1/audio-analysis/1HXadW5TmHpQPcvdAOv3Ae,0.6809999999999999,260735,0.703,1HXadW5TmHpQPcvdAOv3Ae,0.835,0,0.228,-9.111,0,0.0774,127.012,4,https://api.spotify.com/v1/tracks/1HXadW5TmHpQPcvdAOv3Ae,audio_features,spotify:track:1HXadW5TmHpQPcvdAOv3Ae,0.451,0
2118,The Abortive Becoming,Trigger The Bloodshed,https://open.spotify.com/track/0cqLYXXYZuB3JbdSnL24J3,2008,0,1.4499999999999998e-05,https://api.spotify.com/v1/audio-analysis/0cqLYXXYZuB3JbdSnL24J3,0.595,100707,0.7390000000000001,0cqLYXXYZuB3JbdSnL24J3,0.902,10,0.0999,-8.602,0,0.0572,127.50200000000001,4,https://api.spotify.com/v1/tracks/0cqLYXXYZuB3JbdSnL24J3,audio_features,spotify:track:0cqLYXXYZuB3JbdSnL24J3,0.0348,0
2119,Let Me Go,Sonya Kitchell,https://open.spotify.com/track/2AMuMEy8n2qLuOSPzEiWmP,2006,7,0.608,https://api.spotify.com/v1/audio-analysis/2AMuMEy8n2qLuOSPzEiWmP,0.613,215387,0.499,2AMuMEy8n2qLuOSPzEiWmP,1.56e-06,0,0.0733,-10.008,1,0.106,81.02,4,https://api.spotify.com/v1/tracks/2AMuMEy8n2qLuOSPzEiWmP,audio_features,spotify:track:2AMuMEy8n2qLuOSPzEiWmP,0.45399999999999996,0
2120,Ayer Te Ví,La Buena Vida,https://open.spotify.com/track/1G28psV4o9CMRDnclhf8cN,2006,19,0.0649,https://api.spotify.com/v1/audio-analysis/1G28psV4o9CMRDnclhf8cN,0.528,201880,0.7390000000000001,1G28psV4o9CMRDnclhf8cN,0.00476,7,0.20199999999999999,-7.553,1,0.0306,132.031,4,https://api.spotify.com/v1/tracks/1G28psV4o9CMRDnclhf8cN,audio_features,spotify:track:1G28psV4o9CMRDnclhf8cN,0.488,0
2121,Just Relax,New Age Instrumental Music,https://open.spotify.com/track/2MugcmAkNizg0ft5tPOzee,2008,4,0.25,https://api.spotify.com/v1/audio-analysis/2MugcmAkNizg0ft5tPOzee,0.0713,308571,0.22,2MugcmAkNizg0ft5tPOzee,0.0558,8,0.809,-20.732,1,0.0464,71.006,4,https://api.spotify.com/v1/tracks/2MugcmAkNizg0ft5tPOzee,audio_features,spotify:track:2MugcmAkNizg0ft5tPOzee,0.0581,0
2122,White Elephant Coat,School Of Seven Bells,https://open.spotify.com/track/7n2vJGstyl3Dc0v7PssZYu,2008,10,0.231,https://api.spotify.com/v1/audio-analysis/7n2vJGstyl3Dc0v7PssZYu,0.768,257693,0.483,7n2vJGstyl3Dc0v7PssZYu,0.0226,2,0.113,-9.907,0,0.0381,115.601,4,https://api.spotify.com/v1/tracks/7n2vJGstyl3Dc0v7PssZYu,audio_features,spotify:track:7n2vJGstyl3Dc0v7PssZYu,0.39899999999999997,0
2123,I Want You,The Delmonas,https://open.spotify.com/track/7kh0ufHGtDQj6atiAtFzYp,2000,5,0.39,https://api.spotify.com/v1/audio-analysis/7kh0ufHGtDQj6atiAtFzYp,0.48700000000000004,178040,0.693,7kh0ufHGtDQj6atiAtFzYp,0.0,2,0.131,-3.333,0,0.0441,114.955,4,https://api.spotify.com/v1/tracks/7kh0ufHGtDQj6atiAtFzYp,audio_features,spotify:track:7kh0ufHGtDQj6atiAtFzYp,0.282,0
2124,Tus Ojos Poblanos,Aida Cuevas,https://open.spotify.com/track/2y6s0KOKYaRrFoASo80XAI,1995,19,0.758,https://api.spotify.com/v1/audio-analysis/2y6s0KOKYaRrFoASo80XAI,0.57,150147,0.502,2y6s0KOKYaRrFoASo80XAI,0.0,0,0.536,-9.482000000000001,1,0.0813,175.923,3,https://api.spotify.com/v1/tracks/2y6s0KOKYaRrFoASo80XAI,audio_features,spotify:track:2y6s0KOKYaRrFoASo80XAI,0.9229999999999999,0
2125,Canyon Sunrise,Dean Evenson,https://open.spotify.com/track/5oH0mctkDw8fCnmMLSrDnF,1996,13,0.9279999999999999,https://api.spotify.com/v1/audio-analysis/5oH0mctkDw8fCnmMLSrDnF,0.247,512467,0.16899999999999998,5oH0mctkDw8fCnmMLSrDnF,0.85,0,0.161,-19.47,1,0.0448,147.832,5,https://api.spotify.com/v1/tracks/5oH0mctkDw8fCnmMLSrDnF,audio_features,spotify:track:5oH0mctkDw8fCnmMLSrDnF,0.218,0
2126,The Needle And The Damage Done - Live,Cross Canadian Ragweed,https://open.spotify.com/track/3fpIv11gvufnwuQr2egguD,2006,19,0.8170000000000001,https://api.spotify.com/v1/audio-analysis/3fpIv11gvufnwuQr2egguD,0.47200000000000003,117080,0.52,3fpIv11gvufnwuQr2egguD,0.000132,7,0.8109999999999999,-6.693,1,0.03,114.411,3,https://api.spotify.com/v1/tracks/3fpIv11gvufnwuQr2egguD,audio_features,spotify:track:3fpIv11gvufnwuQr2egguD,0.311,0
2127,To Squash It for Good,Preston School Of Industry,https://open.spotify.com/track/1uMYAE4uHhtT0wsVTsRegL,2001,0,0.275,https://api.spotify.com/v1/audio-analysis/1uMYAE4uHhtT0wsVTsRegL,0.539,156919,0.818,1uMYAE4uHhtT0wsVTsRegL,0.7290000000000001,9,0.345,-4.377,1,0.0323,107.47,4,https://api.spotify.com/v1/tracks/1uMYAE4uHhtT0wsVTsRegL,audio_features,spotify:track:1uMYAE4uHhtT0wsVTsRegL,0.634,0
2128,Viscous,Tripswitch,https://open.spotify.com/track/6aOLbemNPv2DCF215KYGOz,2004,10,0.149,https://api.spotify.com/v1/audio-analysis/6aOLbemNPv2DCF215KYGOz,0.599,434120,0.846,6aOLbemNPv2DCF215KYGOz,0.8809999999999999,11,0.322,-10.64,0,0.0409,140.007,3,https://api.spotify.com/v1/tracks/6aOLbemNPv2DCF215KYGOz,audio_features,spotify:track:6aOLbemNPv2DCF215KYGOz,0.276,0
2129,Te Puedo Ver,Motel,https://open.spotify.com/track/6k3PXn5hb1KjVMerfJVyoe,2008,16,0.0534,https://api.spotify.com/v1/audio-analysis/6k3PXn5hb1KjVMerfJVyoe,0.466,221320,0.573,6k3PXn5hb1KjVMerfJVyoe,1.49e-05,2,0.0885,-7.05,1,0.0289,165.929,4,https://api.spotify.com/v1/tracks/6k3PXn5hb1KjVMerfJVyoe,audio_features,spotify:track:6k3PXn5hb1KjVMerfJVyoe,0.396,0
2130,Life In Wartime,Cosmic Rough Riders,https://open.spotify.com/track/27cQ4BbUBZQpwHK8kNcQRj,2003,3,0.0201,https://api.spotify.com/v1/audio-analysis/27cQ4BbUBZQpwHK8kNcQRj,0.541,232533,0.695,27cQ4BbUBZQpwHK8kNcQRj,3.85e-06,11,0.19699999999999998,-6.656000000000001,0,0.0284,119.976,4,https://api.spotify.com/v1/tracks/27cQ4BbUBZQpwHK8kNcQRj,audio_features,spotify:track:27cQ4BbUBZQpwHK8kNcQRj,0.359,0
2131,Narváez: Cancion Del Emperador,Charlie Byrd,https://open.spotify.com/track/24ivcJqQBaDpGmNt2lm3SD,1997,0,0.986,https://api.spotify.com/v1/audio-analysis/24ivcJqQBaDpGmNt2lm3SD,0.67,263107,0.0592,24ivcJqQBaDpGmNt2lm3SD,0.914,4,0.0871,-22.608,0,0.0521,74.52600000000001,4,https://api.spotify.com/v1/tracks/24ivcJqQBaDpGmNt2lm3SD,audio_features,spotify:track:24ivcJqQBaDpGmNt2lm3SD,0.29,0
2132,Vitamin,Incubus,https://open.spotify.com/track/7fceKgGxIE3s6yGZ0vduQa,1997,47,0.000225,https://api.spotify.com/v1/audio-analysis/7fceKgGxIE3s6yGZ0vduQa,0.556,193200,0.9,7fceKgGxIE3s6yGZ0vduQa,0.327,9,0.48200000000000004,-5.955,1,0.0423,130.384,4,https://api.spotify.com/v1/tracks/7fceKgGxIE3s6yGZ0vduQa,audio_features,spotify:track:7fceKgGxIE3s6yGZ0vduQa,0.6659999999999999,0
2133,Alice Mae,R.L. Burnside,https://open.spotify.com/track/0MRUwz6wdw23eqpiiojFhp,1997,11,0.607,https://api.spotify.com/v1/audio-analysis/0MRUwz6wdw23eqpiiojFhp,0.526,211160,0.948,0MRUwz6wdw23eqpiiojFhp,0.614,9,0.105,-1.953,1,0.0323,89.795,4,https://api.spotify.com/v1/tracks/0MRUwz6wdw23eqpiiojFhp,audio_features,spotify:track:0MRUwz6wdw23eqpiiojFhp,0.89,0
2134,Nonixnarretz,Die Fantastischen Vier,https://open.spotify.com/track/2NZDVE7eYdXAo8E52AUMle,1992,14,0.00502,https://api.spotify.com/v1/audio-analysis/2NZDVE7eYdXAo8E52AUMle,0.778,39653,0.767,2NZDVE7eYdXAo8E52AUMle,0.0648,4,0.0586,-7.879,0,0.0736,112.708,4,https://api.spotify.com/v1/tracks/2NZDVE7eYdXAo8E52AUMle,audio_features,spotify:track:2NZDVE7eYdXAo8E52AUMle,0.655,0
2135,Pulverturm - Radio Edit 2 1998,Niels Van Gogh,https://open.spotify.com/track/0a3cYxWwkUTA8MOZZHBm0f,1998,12,0.0032,https://api.spotify.com/v1/audio-analysis/0a3cYxWwkUTA8MOZZHBm0f,0.7879999999999999,232080,0.818,0a3cYxWwkUTA8MOZZHBm0f,0.826,8,0.0528,-6.769,1,0.0549,135.98,4,https://api.spotify.com/v1/tracks/0a3cYxWwkUTA8MOZZHBm0f,audio_features,spotify:track:0a3cYxWwkUTA8MOZZHBm0f,0.8079999999999999,0
2136,Rules of the Game,Phobia,https://open.spotify.com/track/7yD5qCkQOxgBs3NGsdLxPv,2006,0,0.000236,https://api.spotify.com/v1/audio-analysis/7yD5qCkQOxgBs3NGsdLxPv,0.603,363333,0.98,7yD5qCkQOxgBs3NGsdLxPv,0.833,11,0.557,-3.722,1,0.0523,115.346,5,https://api.spotify.com/v1/tracks/7yD5qCkQOxgBs3NGsdLxPv,audio_features,spotify:track:7yD5qCkQOxgBs3NGsdLxPv,0.156,0
2137,My Favorite Night,Ana Popovic,https://open.spotify.com/track/66qB6EiFtPcmPC50chx7d0,2007,3,0.361,https://api.spotify.com/v1/audio-analysis/66qB6EiFtPcmPC50chx7d0,0.45299999999999996,302800,0.762,66qB6EiFtPcmPC50chx7d0,1.9e-05,11,0.326,-6.2170000000000005,0,0.0861,105.381,4,https://api.spotify.com/v1/tracks/66qB6EiFtPcmPC50chx7d0,audio_features,spotify:track:66qB6EiFtPcmPC50chx7d0,0.616,0
2138,Discern/Define,The Poets Of Rhythm,https://open.spotify.com/track/4g0A7xSOLxaJBI4esLBInT,2001,18,0.282,https://api.spotify.com/v1/audio-analysis/4g0A7xSOLxaJBI4esLBInT,0.531,248187,0.8079999999999999,4g0A7xSOLxaJBI4esLBInT,0.763,2,0.0672,-8.15,1,0.147,177.69099999999997,4,https://api.spotify.com/v1/tracks/4g0A7xSOLxaJBI4esLBInT,audio_features,spotify:track:4g0A7xSOLxaJBI4esLBInT,0.263,0
2139,We Are Oceans,Venetian Snares,https://open.spotify.com/track/2UynW6qBZkn2DUoz0fSo6E,2002,2,0.00873,https://api.spotify.com/v1/audio-analysis/2UynW6qBZkn2DUoz0fSo6E,0.39899999999999997,388413,0.996,2UynW6qBZkn2DUoz0fSo6E,0.7290000000000001,0,0.0802,-2.82,1,0.423,169.831,5,https://api.spotify.com/v1/tracks/2UynW6qBZkn2DUoz0fSo6E,audio_features,spotify:track:2UynW6qBZkn2DUoz0fSo6E,0.13699999999999998,0
2140,Upright Come,Patti Smith,https://open.spotify.com/track/6DOmNkQc5sXwExw27qI53h,2000,7,0.0059299999999999995,https://api.spotify.com/v1/audio-analysis/6DOmNkQc5sXwExw27qI53h,0.302,178067,0.847,6DOmNkQc5sXwExw27qI53h,0.00042199999999999996,2,0.335,-5.087,1,0.0386,120.22,4,https://api.spotify.com/v1/tracks/6DOmNkQc5sXwExw27qI53h,audio_features,spotify:track:6DOmNkQc5sXwExw27qI53h,0.599,0
2141,Fallen,Elvis Costello,https://open.spotify.com/track/24BO9EGwjCdoPC6pvQX7sw,2003,5,0.883,https://api.spotify.com/v1/audio-analysis/24BO9EGwjCdoPC6pvQX7sw,0.418,191093,0.0559,24BO9EGwjCdoPC6pvQX7sw,4.6899999999999995e-05,1,0.0772,-16.95,1,0.0424,107.00399999999999,3,https://api.spotify.com/v1/tracks/24BO9EGwjCdoPC6pvQX7sw,audio_features,spotify:track:24BO9EGwjCdoPC6pvQX7sw,0.19399999999999998,0
2142,Happy Walking,Dislocation Dance,https://open.spotify.com/track/1mmOnIUyynZaAwXhJBcUvc,2005,0,0.23800000000000002,https://api.spotify.com/v1/audio-analysis/1mmOnIUyynZaAwXhJBcUvc,0.637,173000,0.47100000000000003,1mmOnIUyynZaAwXhJBcUvc,0.00164,2,0.429,-10.286,1,0.0335,140.98,4,https://api.spotify.com/v1/tracks/1mmOnIUyynZaAwXhJBcUvc,audio_features,spotify:track:1mmOnIUyynZaAwXhJBcUvc,0.7070000000000001,0
2143,Delirando,La Ley,https://open.spotify.com/track/2oSvdMGzPZCxl2srOqYZVS,2000,39,0.0532,https://api.spotify.com/v1/audio-analysis/2oSvdMGzPZCxl2srOqYZVS,0.649,232067,0.863,2oSvdMGzPZCxl2srOqYZVS,1.17e-05,2,0.672,-3.969,1,0.0502,86.39200000000001,4,https://api.spotify.com/v1/tracks/2oSvdMGzPZCxl2srOqYZVS,audio_features,spotify:track:2oSvdMGzPZCxl2srOqYZVS,0.624,0
2144,Winona,Drop Nineteens,https://open.spotify.com/track/466AJPxaIUvU13wQ40g2YQ,1992,34,4.3700000000000005e-05,https://api.spotify.com/v1/audio-analysis/466AJPxaIUvU13wQ40g2YQ,0.395,211773,0.94,466AJPxaIUvU13wQ40g2YQ,0.6629999999999999,4,0.154,-8.696,1,0.0372,123.59,4,https://api.spotify.com/v1/tracks/466AJPxaIUvU13wQ40g2YQ,audio_features,spotify:track:466AJPxaIUvU13wQ40g2YQ,0.40700000000000003,0
2145,Your Eyes - Jimmy Gomez Funky Mix,Simply Red,https://open.spotify.com/track/4oenMX5a16dTsj18AI5TCX,1999,10,0.0789,https://api.spotify.com/v1/audio-analysis/4oenMX5a16dTsj18AI5TCX,0.667,428000,0.8270000000000001,4oenMX5a16dTsj18AI5TCX,0.00213,9,0.105,-7.8229999999999995,0,0.0442,105.00200000000001,4,https://api.spotify.com/v1/tracks/4oenMX5a16dTsj18AI5TCX,audio_features,spotify:track:4oenMX5a16dTsj18AI5TCX,0.919,0
2146,Token Angels - 2007 Remastered,Wendy Matthews,https://open.spotify.com/track/3aNFAsMxc43pZpRz6G0o8A,1990,15,0.145,https://api.spotify.com/v1/audio-analysis/3aNFAsMxc43pZpRz6G0o8A,0.6990000000000001,290707,0.562,3aNFAsMxc43pZpRz6G0o8A,0.00412,8,0.105,-7.961,1,0.0271,111.859,4,https://api.spotify.com/v1/tracks/3aNFAsMxc43pZpRz6G0o8A,audio_features,spotify:track:3aNFAsMxc43pZpRz6G0o8A,0.389,0
2147,Out of the Dark - Acapella,Age Pee,https://open.spotify.com/track/0A9ZuW1CTfrqujXwmFB93Y,2006,0,0.426,https://api.spotify.com/v1/audio-analysis/0A9ZuW1CTfrqujXwmFB93Y,0.929,59121,0.716,0A9ZuW1CTfrqujXwmFB93Y,0.00148,3,0.0571,-12.917,1,0.287,139.874,4,https://api.spotify.com/v1/tracks/0A9ZuW1CTfrqujXwmFB93Y,audio_features,spotify:track:0A9ZuW1CTfrqujXwmFB93Y,0.8320000000000001,0
2148,Metro Cafe,Jeff Golub,https://open.spotify.com/track/3bkdUsWWaAdVlcglV23Pfo,2005,14,0.574,https://api.spotify.com/v1/audio-analysis/3bkdUsWWaAdVlcglV23Pfo,0.7609999999999999,310040,0.5,3bkdUsWWaAdVlcglV23Pfo,0.43,5,0.147,-11.154000000000002,0,0.0355,127.926,4,https://api.spotify.com/v1/tracks/3bkdUsWWaAdVlcglV23Pfo,audio_features,spotify:track:3bkdUsWWaAdVlcglV23Pfo,0.7659999999999999,0
2149,Queen,The Octopus Project,https://open.spotify.com/track/18bq32DoxgOLSoWW00L029,2007,8,0.912,https://api.spotify.com/v1/audio-analysis/18bq32DoxgOLSoWW00L029,0.62,145587,0.48100000000000004,18bq32DoxgOLSoWW00L029,0.00246,7,0.10800000000000001,-12.044,1,0.0307,97.33200000000001,3,https://api.spotify.com/v1/tracks/18bq32DoxgOLSoWW00L029,audio_features,spotify:track:18bq32DoxgOLSoWW00L029,0.26899999999999996,0
2150,Landscape Of Love,M People,https://open.spotify.com/track/6EJA51yPaJ6IFsxSnpPEd7,1991,7,0.000512,https://api.spotify.com/v1/audio-analysis/6EJA51yPaJ6IFsxSnpPEd7,0.677,340920,0.61,6EJA51yPaJ6IFsxSnpPEd7,0.5760000000000001,6,0.115,-10.949000000000002,1,0.0487,98.81299999999999,4,https://api.spotify.com/v1/tracks/6EJA51yPaJ6IFsxSnpPEd7,audio_features,spotify:track:6EJA51yPaJ6IFsxSnpPEd7,0.501,0
2151,Police Story,Common Enemy,https://open.spotify.com/track/24G0dvQ0hlXixyQu8FSHIT,2009,1,0.0111,https://api.spotify.com/v1/audio-analysis/24G0dvQ0hlXixyQu8FSHIT,0.268,100347,0.988,24G0dvQ0hlXixyQu8FSHIT,0.0,1,0.20199999999999999,-3.0660000000000003,0,0.271,88.04700000000001,4,https://api.spotify.com/v1/tracks/24G0dvQ0hlXixyQu8FSHIT,audio_features,spotify:track:24G0dvQ0hlXixyQu8FSHIT,0.33299999999999996,0
2152,Haut dem Volk aufs Maul,Loikaemie,https://open.spotify.com/track/3bPsE0kAhyzswI0NdV41L8,2002,20,0.0039700000000000004,https://api.spotify.com/v1/audio-analysis/3bPsE0kAhyzswI0NdV41L8,0.446,137933,0.985,3bPsE0kAhyzswI0NdV41L8,0.00018,2,0.0286,-4.245,1,0.107,93.113,4,https://api.spotify.com/v1/tracks/3bPsE0kAhyzswI0NdV41L8,audio_features,spotify:track:3bPsE0kAhyzswI0NdV41L8,0.6579999999999999,0
2153,Decimator,Strapping Young Lad,https://open.spotify.com/track/7enPPFMMrW8oqmkyYUQO4r,2006,26,2.33e-06,https://api.spotify.com/v1/audio-analysis/7enPPFMMrW8oqmkyYUQO4r,0.159,173867,0.996,7enPPFMMrW8oqmkyYUQO4r,0.17,7,0.268,-3.51,1,0.10400000000000001,81.95700000000001,4,https://api.spotify.com/v1/tracks/7enPPFMMrW8oqmkyYUQO4r,audio_features,spotify:track:7enPPFMMrW8oqmkyYUQO4r,0.23,0
2154,Formation 2,Air Formation,https://open.spotify.com/track/5hsKUg0Lsf3i3QkuoK0W4H,2007,0,0.0325,https://api.spotify.com/v1/audio-analysis/5hsKUg0Lsf3i3QkuoK0W4H,0.0799,250000,0.5670000000000001,5hsKUg0Lsf3i3QkuoK0W4H,0.8590000000000001,2,0.106,-5.233,1,0.038,170.34599999999998,4,https://api.spotify.com/v1/tracks/5hsKUg0Lsf3i3QkuoK0W4H,audio_features,spotify:track:5hsKUg0Lsf3i3QkuoK0W4H,0.0646,0
2155,A Siren's Soliloquy,Alesana,https://open.spotify.com/track/6kb5M3apslVMSzEdFrXodq,2006,27,9.48e-05,https://api.spotify.com/v1/audio-analysis/6kb5M3apslVMSzEdFrXodq,0.317,240733,0.932,6kb5M3apslVMSzEdFrXodq,0.0135,2,0.18899999999999997,-4.9110000000000005,1,0.0433,94.74700000000001,4,https://api.spotify.com/v1/tracks/6kb5M3apslVMSzEdFrXodq,audio_features,spotify:track:6kb5M3apslVMSzEdFrXodq,0.682,0
2156,Breaking Rose,Aces High,https://open.spotify.com/track/5OI4XmlKAtLAhyfze1SHWe,1994,0,0.00064,https://api.spotify.com/v1/audio-analysis/5OI4XmlKAtLAhyfze1SHWe,0.531,180133,0.816,5OI4XmlKAtLAhyfze1SHWe,5.629999999999999e-05,0,0.456,-6.655,1,0.0361,137.029,4,https://api.spotify.com/v1/tracks/5OI4XmlKAtLAhyfze1SHWe,audio_features,spotify:track:5OI4XmlKAtLAhyfze1SHWe,0.371,0
2157,"Fragment Six: ""Speak My Name""",Kenneth Bager,https://open.spotify.com/track/4sAx3AeWg6G4jBR7HcQFos,2006,0,0.426,https://api.spotify.com/v1/audio-analysis/4sAx3AeWg6G4jBR7HcQFos,0.706,354320,0.595,4sAx3AeWg6G4jBR7HcQFos,0.019,9,0.0898,-8.536,0,0.0283,104.992,4,https://api.spotify.com/v1/tracks/4sAx3AeWg6G4jBR7HcQFos,audio_features,spotify:track:4sAx3AeWg6G4jBR7HcQFos,0.598,0
2158,Out To Dry,Live,https://open.spotify.com/track/6mbhN6NYU77QVqxdcBGA2L,2003,19,0.000134,https://api.spotify.com/v1/audio-analysis/6mbhN6NYU77QVqxdcBGA2L,0.529,200160,0.8490000000000001,6mbhN6NYU77QVqxdcBGA2L,0.00145,6,0.105,-6.0520000000000005,1,0.0302,120.913,4,https://api.spotify.com/v1/tracks/6mbhN6NYU77QVqxdcBGA2L,audio_features,spotify:track:6mbhN6NYU77QVqxdcBGA2L,0.701,0
2159,Braided Hair,Speech,https://open.spotify.com/track/43ievcG8mUfVBVn5OJkTrC,2007,24,0.135,https://api.spotify.com/v1/audio-analysis/43ievcG8mUfVBVn5OJkTrC,0.7120000000000001,243373,0.68,43ievcG8mUfVBVn5OJkTrC,0.0,1,0.629,-8.132,1,0.0966,99.074,4,https://api.spotify.com/v1/tracks/43ievcG8mUfVBVn5OJkTrC,audio_features,spotify:track:43ievcG8mUfVBVn5OJkTrC,0.527,0
