,sp_name,sp_artist,sp_url,year,popularity,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,bbd
0,Shake 'Em On Down,North Mississippi Allstars,https://open.spotify.com/track/0c89AX1OJlQM22def9hr0n,2000,32,0.0112,https://api.spotify.com/v1/audio-analysis/0c89AX1OJlQM22def9hr0n,0.6759999999999999,248960,0.8690000000000001,0c89AX1OJlQM22def9hr0n,0.00017900000000000001,7,0.213,-7.771,1,0.0864,123.586,4,https://api.spotify.com/v1/tracks/0c89AX1OJlQM22def9hr0n,audio_features,spotify:track:0c89AX1OJlQM22def9hr0n,0.698,0
1,Hontelot pojat,Zen Cafe,https://open.spotify.com/track/6KueNqgmnkZyu1DaeNxQgL,2005,9,0.0677,https://api.spotify.com/v1/audio-analysis/6KueNqgmnkZyu1DaeNxQgL,0.6579999999999999,255427,0.573,6KueNqgmnkZyu1DaeNxQgL,0.0286,9,0.102,-6.396,0,0.0289,89.012,4,https://api.spotify.com/v1/tracks/6KueNqgmnkZyu1DaeNxQgL,audio_features,spotify:track:6KueNqgmnkZyu1DaeNxQgL,0.698,0
2,Affiliated With the Suffering,Blood Red Throne,https://open.spotify.com/track/7Dt9OJhzn7gQ8urVeW59t5,2003,8,3.86e-06,https://api.spotify.com/v1/audio-analysis/7Dt9OJhzn7gQ8urVeW59t5,0.395,246867,0.981,7Dt9OJhzn7gQ8urVeW59t5,0.765,2,0.31,-4.696000000000001,1,0.231,199.051,4,https://api.spotify.com/v1/tracks/7Dt9OJhzn7gQ8urVeW59t5,audio_features,spotify:track:7Dt9OJhzn7gQ8urVeW59t5,0.188,0
3,Estoy Aquí,Shakira,https://open.spotify.com/track/4M1lEbqPzlEw1JYWB6aE7K,1995,66,0.0307,https://api.spotify.com/v1/audio-analysis/4M1lEbqPzlEw1JYWB6aE7K,0.732,232467,0.8140000000000001,4M1lEbqPzlEw1JYWB6aE7K,0.0,2,0.0691,-7.716,1,0.0402,116.973,4,https://api.spotify.com/v1/tracks/4M1lEbqPzlEw1JYWB6aE7K,audio_features,spotify:track:4M1lEbqPzlEw1JYWB6aE7K,0.782,0
4,Tune Up - Take 5,Wes Montgomery,https://open.spotify.com/track/5ta4df06VXtrLMW9avtjV6,1991,9,0.9620000000000001,https://api.spotify.com/v1/audio-analysis/5ta4df06VXtrLMW9avtjV6,0.589,190893,0.14300000000000002,5ta4df06VXtrLMW9avtjV6,0.366,0,0.105,-23.285,1,0.0311,135.017,4,https://api.spotify.com/v1/tracks/5ta4df06VXtrLMW9avtjV6,audio_features,spotify:track:5ta4df06VXtrLMW9avtjV6,0.5589999999999999,0
5,Turn It Up - Peter Rauhofer Does Paris Edit,Paris Hilton,https://open.spotify.com/track/57LgEijr0dVt5QXYRiuObA,2006,9,0.00028,https://api.spotify.com/v1/audio-analysis/57LgEijr0dVt5QXYRiuObA,0.794,297411,0.7070000000000001,57LgEijr0dVt5QXYRiuObA,0.6759999999999999,11,0.0778,-6.89,1,0.061,128.003,4,https://api.spotify.com/v1/tracks/57LgEijr0dVt5QXYRiuObA,audio_features,spotify:track:57LgEijr0dVt5QXYRiuObA,0.573,0
6,World of Our Own - Single Remix,Westlife,https://open.spotify.com/track/3NnJrXwCZw2bf4RKxpLEsM,2000,43,0.0232,https://api.spotify.com/v1/audio-analysis/3NnJrXwCZw2bf4RKxpLEsM,0.6990000000000001,208320,0.784,3NnJrXwCZw2bf4RKxpLEsM,0.0,1,0.0857,-3.667,1,0.0401,97.98200000000001,4,https://api.spotify.com/v1/tracks/3NnJrXwCZw2bf4RKxpLEsM,audio_features,spotify:track:3NnJrXwCZw2bf4RKxpLEsM,0.858,0
7,Visionaire - remastered,Tiamat,https://open.spotify.com/track/3XED0QGK1mSAHuoYlPGRZ6,1994,21,0.00436,https://api.spotify.com/v1/audio-analysis/3XED0QGK1mSAHuoYlPGRZ6,0.324,259707,0.789,3XED0QGK1mSAHuoYlPGRZ6,0.5720000000000001,0,0.29600000000000004,-6.591,0,0.0325,174.975,3,https://api.spotify.com/v1/tracks/3XED0QGK1mSAHuoYlPGRZ6,audio_features,spotify:track:3XED0QGK1mSAHuoYlPGRZ6,0.179,0
8,Victim of Mass Production,The Cribs,https://open.spotify.com/track/4BgdewwoNovIq5uqzJwKnM,2009,0,0.0181,https://api.spotify.com/v1/audio-analysis/4BgdewwoNovIq5uqzJwKnM,0.38799999999999996,248200,0.93,4BgdewwoNovIq5uqzJwKnM,0.0374,6,0.09699999999999999,-5.515,1,0.067,147.414,4,https://api.spotify.com/v1/tracks/4BgdewwoNovIq5uqzJwKnM,audio_features,spotify:track:4BgdewwoNovIq5uqzJwKnM,0.303,0
9,Patchwork Quilt,Warren Haynes,https://open.spotify.com/track/2Y9d8yGTugT19wyz4CcmvW,2003,19,0.7509999999999999,https://api.spotify.com/v1/audio-analysis/2Y9d8yGTugT19wyz4CcmvW,0.386,268640,0.439,2Y9d8yGTugT19wyz4CcmvW,2.08e-06,6,0.89,-10.827,0,0.035,177.64,3,https://api.spotify.com/v1/tracks/2Y9d8yGTugT19wyz4CcmvW,audio_features,spotify:track:2Y9d8yGTugT19wyz4CcmvW,0.27699999999999997,0
10,Mechanical Horizon,Decoded Feedback,https://open.spotify.com/track/4XgiUfdmTFuE11o7fjeJBF,2000,0,0.00561,https://api.spotify.com/v1/audio-analysis/4XgiUfdmTFuE11o7fjeJBF,0.619,322213,0.7759999999999999,4XgiUfdmTFuE11o7fjeJBF,0.6890000000000001,1,0.11,-9.462,1,0.0386,127.024,4,https://api.spotify.com/v1/tracks/4XgiUfdmTFuE11o7fjeJBF,audio_features,spotify:track:4XgiUfdmTFuE11o7fjeJBF,0.614,0
11,My Apartment,Addison Groove Project,https://open.spotify.com/track/54ylKbCtMwQqk6WvnVOGWf,2004,5,0.205,https://api.spotify.com/v1/audio-analysis/54ylKbCtMwQqk6WvnVOGWf,0.737,292667,0.809,54ylKbCtMwQqk6WvnVOGWf,0.0,7,0.304,-4.561,1,0.23600000000000002,98.199,4,https://api.spotify.com/v1/tracks/54ylKbCtMwQqk6WvnVOGWf,audio_features,spotify:track:54ylKbCtMwQqk6WvnVOGWf,0.7759999999999999,0
12,How To Emcee,Rakim,https://open.spotify.com/track/5zVrQMREEHVB8GuSDbGEde,2009,19,0.0013800000000000002,https://api.spotify.com/v1/audio-analysis/5zVrQMREEHVB8GuSDbGEde,0.609,253440,0.841,5zVrQMREEHVB8GuSDbGEde,0.0,6,0.0493,-4.958,0,0.254,177.928,4,https://api.spotify.com/v1/tracks/5zVrQMREEHVB8GuSDbGEde,audio_features,spotify:track:5zVrQMREEHVB8GuSDbGEde,0.7240000000000001,0
13,Still Life - Lost Ocean Album Version,Lost Ocean,https://open.spotify.com/track/4274R7JDMTVo55GXZqOiLb,2007,3,0.0365,https://api.spotify.com/v1/audio-analysis/4274R7JDMTVo55GXZqOiLb,0.37,242867,0.7140000000000001,4274R7JDMTVo55GXZqOiLb,0.0027,3,0.38299999999999995,-8.238999999999999,1,0.0418,171.942,3,https://api.spotify.com/v1/tracks/4274R7JDMTVo55GXZqOiLb,audio_features,spotify:track:4274R7JDMTVo55GXZqOiLb,0.141,0
14,Early Winter,Gwen Stefani,https://open.spotify.com/track/1iHVwGKN7PKwIrj4X0erON,2006,37,0.0957,https://api.spotify.com/v1/audio-analysis/1iHVwGKN7PKwIrj4X0erON,0.602,284787,0.805,1iHVwGKN7PKwIrj4X0erON,0.0032,11,0.151,-5.933,1,0.0316,111.99700000000001,4,https://api.spotify.com/v1/tracks/1iHVwGKN7PKwIrj4X0erON,audio_features,spotify:track:1iHVwGKN7PKwIrj4X0erON,0.435,0
15,Querelle Ω,Pop Dell'arte,https://open.spotify.com/track/3j9IRhJQxyZZWXlfVAoAb6,2006,7,0.00828,https://api.spotify.com/v1/audio-analysis/3j9IRhJQxyZZWXlfVAoAb6,0.695,388587,0.7879999999999999,3j9IRhJQxyZZWXlfVAoAb6,0.772,7,0.0915,-8.037,1,0.0477,120.413,4,https://api.spotify.com/v1/tracks/3j9IRhJQxyZZWXlfVAoAb6,audio_features,spotify:track:3j9IRhJQxyZZWXlfVAoAb6,0.7390000000000001,0
16,You Stay. I Go. No Following.,Look Mexico,https://open.spotify.com/track/4jkkTOTy5rNV2xfxBKcTjU,2010,21,0.221,https://api.spotify.com/v1/audio-analysis/4jkkTOTy5rNV2xfxBKcTjU,0.37200000000000005,221067,0.873,4jkkTOTy5rNV2xfxBKcTjU,8.31e-06,2,0.075,-5.171,1,0.0484,157.731,3,https://api.spotify.com/v1/tracks/4jkkTOTy5rNV2xfxBKcTjU,audio_features,spotify:track:4jkkTOTy5rNV2xfxBKcTjU,0.392,0
17,The Ancient Sounds of the God,The Muses Rapt,https://open.spotify.com/track/2CRwnGKxX22FDsrLijIb0v,1998,7,0.172,https://api.spotify.com/v1/audio-analysis/2CRwnGKxX22FDsrLijIb0v,0.29100000000000004,654440,0.39299999999999996,2CRwnGKxX22FDsrLijIb0v,0.00817,8,0.138,-13.113,1,0.0365,100.007,4,https://api.spotify.com/v1/tracks/2CRwnGKxX22FDsrLijIb0v,audio_features,spotify:track:2CRwnGKxX22FDsrLijIb0v,0.0396,0
18,Tragedy,Christian Death,https://open.spotify.com/track/1FK5L2BQbUZSqfFUroBsOd,2002,3,0.0153,https://api.spotify.com/v1/audio-analysis/1FK5L2BQbUZSqfFUroBsOd,0.435,248773,0.613,1FK5L2BQbUZSqfFUroBsOd,0.0171,4,0.513,-12.009,0,0.0685,138.966,4,https://api.spotify.com/v1/tracks/1FK5L2BQbUZSqfFUroBsOd,audio_features,spotify:track:1FK5L2BQbUZSqfFUroBsOd,0.239,0
19,Diving Duck Blues,Sleepy John Estes,https://open.spotify.com/track/40uTF2rONG5Cha01gJc2z8,2007,0,0.986,https://api.spotify.com/v1/audio-analysis/40uTF2rONG5Cha01gJc2z8,0.631,193933,0.243,40uTF2rONG5Cha01gJc2z8,0.000459,0,0.32,-14.0,1,0.0455,105.90700000000001,4,https://api.spotify.com/v1/tracks/40uTF2rONG5Cha01gJc2z8,audio_features,spotify:track:40uTF2rONG5Cha01gJc2z8,0.599,0
20,The Power Plant,Don Davis,https://open.spotify.com/track/01oSbRQaQNsRn8Iuz1EiPL,1999,20,0.836,https://api.spotify.com/v1/audio-analysis/01oSbRQaQNsRn8Iuz1EiPL,0.201,161800,0.632,01oSbRQaQNsRn8Iuz1EiPL,0.527,0,0.139,-12.665,0,0.0894,116.939,3,https://api.spotify.com/v1/tracks/01oSbRQaQNsRn8Iuz1EiPL,audio_features,spotify:track:01oSbRQaQNsRn8Iuz1EiPL,0.0361,0
21,What Does It Take,Honeymoon Suite,https://open.spotify.com/track/64nufOFI9wEAWW5IQcKLat,1995,37,0.0356,https://api.spotify.com/v1/audio-analysis/64nufOFI9wEAWW5IQcKLat,0.5489999999999999,255133,0.45299999999999996,64nufOFI9wEAWW5IQcKLat,0.0,7,0.0675,-13.044,1,0.025,88.589,4,https://api.spotify.com/v1/tracks/64nufOFI9wEAWW5IQcKLat,audio_features,spotify:track:64nufOFI9wEAWW5IQcKLat,0.377,0
22,Made It Back - C-Swing Mix,Beverley Knight,https://open.spotify.com/track/0kEXAMNvhlTCaIJu6pVJkj,1998,0,0.105,https://api.spotify.com/v1/audio-analysis/0kEXAMNvhlTCaIJu6pVJkj,0.6679999999999999,273467,0.851,0kEXAMNvhlTCaIJu6pVJkj,0.00014099999999999998,5,0.0391,-9.245,1,0.0512,100.01700000000001,4,https://api.spotify.com/v1/tracks/0kEXAMNvhlTCaIJu6pVJkj,audio_features,spotify:track:0kEXAMNvhlTCaIJu6pVJkj,0.691,0
23,The Harry Shuffle - Instrumental,Steve Wariner,https://open.spotify.com/track/6YJDjksV05RIQSRzspY11K,1999,2,0.982,https://api.spotify.com/v1/audio-analysis/6YJDjksV05RIQSRzspY11K,0.584,98467,0.275,6YJDjksV05RIQSRzspY11K,0.9129999999999999,9,0.179,-14.436,1,0.0729,102.171,4,https://api.spotify.com/v1/tracks/6YJDjksV05RIQSRzspY11K,audio_features,spotify:track:6YJDjksV05RIQSRzspY11K,0.7070000000000001,0
24,Saucer ´n`Cup,Eric Bibb,https://open.spotify.com/track/0MMsDoqEbSF6lY05T1BQ32,2001,17,0.9570000000000001,https://api.spotify.com/v1/audio-analysis/0MMsDoqEbSF6lY05T1BQ32,0.561,233187,0.0267,0MMsDoqEbSF6lY05T1BQ32,0.17300000000000001,1,0.0791,-25.410999999999998,0,0.0406,147.355,4,https://api.spotify.com/v1/tracks/0MMsDoqEbSF6lY05T1BQ32,audio_features,spotify:track:0MMsDoqEbSF6lY05T1BQ32,0.377,0
25,Long Way Down,Haste The Day,https://open.spotify.com/track/4PdVdHI9CYbTotC2TP7Hps,2005,41,8.03e-05,https://api.spotify.com/v1/audio-analysis/4PdVdHI9CYbTotC2TP7Hps,0.365,192667,0.986,4PdVdHI9CYbTotC2TP7Hps,8.37e-05,0,0.3,-3.989,1,0.12,196.00400000000002,4,https://api.spotify.com/v1/tracks/4PdVdHI9CYbTotC2TP7Hps,audio_features,spotify:track:4PdVdHI9CYbTotC2TP7Hps,0.287,0
26,Alone - Extended Mix,Don Carlos,https://open.spotify.com/track/4ynJTS9LhiotGUfrGHzzvh,1996,0,0.00503,https://api.spotify.com/v1/audio-analysis/4ynJTS9LhiotGUfrGHzzvh,0.639,522062,0.8270000000000001,4ynJTS9LhiotGUfrGHzzvh,0.9059999999999999,10,0.10800000000000001,-9.949,1,0.0388,118.995,4,https://api.spotify.com/v1/tracks/4ynJTS9LhiotGUfrGHzzvh,audio_features,spotify:track:4ynJTS9LhiotGUfrGHzzvh,0.823,0
27,Suspicion,Dawn Landes,https://open.spotify.com/track/0t3jkKVS43YIhWm3BGhlZE,2006,4,0.754,https://api.spotify.com/v1/audio-analysis/0t3jkKVS43YIhWm3BGhlZE,0.55,240613,0.7120000000000001,0t3jkKVS43YIhWm3BGhlZE,0.0628,7,0.36200000000000004,-6.846,1,0.047,147.188,4,https://api.spotify.com/v1/tracks/0t3jkKVS43YIhWm3BGhlZE,audio_features,spotify:track:0t3jkKVS43YIhWm3BGhlZE,0.7290000000000001,0
28,There's Still Hope,The Unseen,https://open.spotify.com/track/4P6AtpG4eXqkRd8vaYRzU8,1999,11,1.49e-05,https://api.spotify.com/v1/audio-analysis/4P6AtpG4eXqkRd8vaYRzU8,0.226,233880,0.966,4P6AtpG4eXqkRd8vaYRzU8,0.642,6,0.10800000000000001,-8.68,0,0.0877,94.11,4,https://api.spotify.com/v1/tracks/4P6AtpG4eXqkRd8vaYRzU8,audio_features,spotify:track:4P6AtpG4eXqkRd8vaYRzU8,0.23199999999999998,0
29,Bring You Down,Attic Lights,https://open.spotify.com/track/0VgpLu0NePsFi6OHI654Qo,2006,4,0.028999999999999998,https://api.spotify.com/v1/audio-analysis/0VgpLu0NePsFi6OHI654Qo,0.27699999999999997,220107,0.892,0VgpLu0NePsFi6OHI654Qo,0.0,4,0.151,-3.358,1,0.0579,128.89600000000002,4,https://api.spotify.com/v1/tracks/0VgpLu0NePsFi6OHI654Qo,audio_features,spotify:track:0VgpLu0NePsFi6OHI654Qo,0.489,0
30,Comatose,Enchant,https://open.spotify.com/track/6NaOGmduAXTvOMwLoF5oS4,2003,4,0.139,https://api.spotify.com/v1/audio-analysis/6NaOGmduAXTvOMwLoF5oS4,0.45,539840,0.5,6NaOGmduAXTvOMwLoF5oS4,0.000436,1,0.131,-7.4,0,0.03,129.769,5,https://api.spotify.com/v1/tracks/6NaOGmduAXTvOMwLoF5oS4,audio_features,spotify:track:6NaOGmduAXTvOMwLoF5oS4,0.163,0
31,Smokey,Ralph Myerz,https://open.spotify.com/track/2YdBaeiA2VsQZThM5oJrkS,2008,2,0.0173,https://api.spotify.com/v1/audio-analysis/2YdBaeiA2VsQZThM5oJrkS,0.733,225920,0.946,2YdBaeiA2VsQZThM5oJrkS,0.648,10,0.11599999999999999,-4.2,0,0.0873,104.052,4,https://api.spotify.com/v1/tracks/2YdBaeiA2VsQZThM5oJrkS,audio_features,spotify:track:2YdBaeiA2VsQZThM5oJrkS,0.565,0
32,Neckbones à la Carte,Jimmy McGriff,https://open.spotify.com/track/2uj2y5EXyAnAyYFAxlFkWM,2000,1,0.188,https://api.spotify.com/v1/audio-analysis/2uj2y5EXyAnAyYFAxlFkWM,0.736,482200,0.55,2uj2y5EXyAnAyYFAxlFkWM,0.858,8,0.0535,-9.383,1,0.0417,128.93,4,https://api.spotify.com/v1/tracks/2uj2y5EXyAnAyYFAxlFkWM,audio_features,spotify:track:2uj2y5EXyAnAyYFAxlFkWM,0.633,0
33,You Wonderful You - Remastered,Gene Kelly,https://open.spotify.com/track/64zdh4qcWGywVMAr5sCitj,1996,14,0.8959999999999999,https://api.spotify.com/v1/audio-analysis/64zdh4qcWGywVMAr5sCitj,0.271,171920,0.209,64zdh4qcWGywVMAr5sCitj,0.00013700000000000002,2,0.127,-12.165999999999999,0,0.033,87.666,3,https://api.spotify.com/v1/tracks/64zdh4qcWGywVMAr5sCitj,audio_features,spotify:track:64zdh4qcWGywVMAr5sCitj,0.264,0
34,Sink Low,Powderfinger,https://open.spotify.com/track/2JZBUjzNvgAfOTUYSWs27D,1994,15,0.69,https://api.spotify.com/v1/audio-analysis/2JZBUjzNvgAfOTUYSWs27D,0.495,132627,0.192,2JZBUjzNvgAfOTUYSWs27D,0.0015400000000000001,4,0.302,-16.006,1,0.039,137.141,4,https://api.spotify.com/v1/tracks/2JZBUjzNvgAfOTUYSWs27D,audio_features,spotify:track:2JZBUjzNvgAfOTUYSWs27D,0.16899999999999998,0
35,Superstar,Kidz Bop Kids,https://open.spotify.com/track/7282rsxoUIaXGAasdQfAqq,2008,14,0.16399999999999998,https://api.spotify.com/v1/audio-analysis/7282rsxoUIaXGAasdQfAqq,0.799,215493,0.532,7282rsxoUIaXGAasdQfAqq,0.0,4,0.223,-7.102,1,0.0593,94.995,4,https://api.spotify.com/v1/tracks/7282rsxoUIaXGAasdQfAqq,audio_features,spotify:track:7282rsxoUIaXGAasdQfAqq,0.586,0
36,Small Axe Dub,The Aggrovators,https://open.spotify.com/track/2rVdM0c9IvPef626njCOOq,2007,0,0.361,https://api.spotify.com/v1/audio-analysis/2rVdM0c9IvPef626njCOOq,0.8590000000000001,210693,0.985,2rVdM0c9IvPef626njCOOq,0.8640000000000001,8,0.11199999999999999,-5.394,1,0.0693,99.455,4,https://api.spotify.com/v1/tracks/2rVdM0c9IvPef626njCOOq,audio_features,spotify:track:2rVdM0c9IvPef626njCOOq,0.7559999999999999,0
37,Meek; Wild,Brooke Waggoner,https://open.spotify.com/track/5pSkVhTF0IIVV7vScqIbQ0,2009,5,0.972,https://api.spotify.com/v1/audio-analysis/5pSkVhTF0IIVV7vScqIbQ0,0.593,170360,0.0885,5pSkVhTF0IIVV7vScqIbQ0,0.0189,11,0.105,-17.755,1,0.0491,111.57600000000001,1,https://api.spotify.com/v1/tracks/5pSkVhTF0IIVV7vScqIbQ0,audio_features,spotify:track:5pSkVhTF0IIVV7vScqIbQ0,0.122,0
38,The Conversation,Jerry Goldsmith,https://open.spotify.com/track/2U4HDlwIg01N8GWKQZTeWL,1990,7,0.97,https://api.spotify.com/v1/audio-analysis/2U4HDlwIg01N8GWKQZTeWL,0.185,253400,0.128,2U4HDlwIg01N8GWKQZTeWL,0.8640000000000001,2,0.141,-21.243000000000002,0,0.0399,87.867,3,https://api.spotify.com/v1/tracks/2U4HDlwIg01N8GWKQZTeWL,audio_features,spotify:track:2U4HDlwIg01N8GWKQZTeWL,0.0734,0
39,Pe Drumul Romanului,Fanfare Savale,https://open.spotify.com/track/3CtCouOHsVLsJTqxjkgQwR,2004,0,0.7959999999999999,https://api.spotify.com/v1/audio-analysis/3CtCouOHsVLsJTqxjkgQwR,0.755,118267,0.402,3CtCouOHsVLsJTqxjkgQwR,1.59e-05,6,0.127,-9.158999999999999,1,0.19,119.76100000000001,4,https://api.spotify.com/v1/tracks/3CtCouOHsVLsJTqxjkgQwR,audio_features,spotify:track:3CtCouOHsVLsJTqxjkgQwR,0.86,0
40,Born On The Low Wind,Low Motion Disco,https://open.spotify.com/track/4HSzRFMxYTgF7fD6jvUxSq,2008,10,0.4,https://api.spotify.com/v1/audio-analysis/4HSzRFMxYTgF7fD6jvUxSq,0.18899999999999997,270573,0.389,4HSzRFMxYTgF7fD6jvUxSq,0.92,8,0.165,-17.629,1,0.0357,60.103,4,https://api.spotify.com/v1/tracks/4HSzRFMxYTgF7fD6jvUxSq,audio_features,spotify:track:4HSzRFMxYTgF7fD6jvUxSq,0.231,0
41,"Hey, Bobba Needle - Original Hit Recordings",Chubby Checker,https://open.spotify.com/track/4jgruCT0YbDu2p591Q4XFh,1993,16,0.774,https://api.spotify.com/v1/audio-analysis/4jgruCT0YbDu2p591Q4XFh,0.491,137000,0.767,4jgruCT0YbDu2p591Q4XFh,0.0,4,0.36200000000000004,-6.444,1,0.262,184.02900000000002,4,https://api.spotify.com/v1/tracks/4jgruCT0YbDu2p591Q4XFh,audio_features,spotify:track:4jgruCT0YbDu2p591Q4XFh,0.7090000000000001,0
42,Quantos Me Creveren,Estampie,https://open.spotify.com/track/3MXgN1Cx7ciJ6Tyx9YGqD5,2000,0,0.992,https://api.spotify.com/v1/audio-analysis/3MXgN1Cx7ciJ6Tyx9YGqD5,0.57,108693,0.31,3MXgN1Cx7ciJ6Tyx9YGqD5,0.0,8,0.0749,-12.823,0,0.0389,122.625,1,https://api.spotify.com/v1/tracks/3MXgN1Cx7ciJ6Tyx9YGqD5,audio_features,spotify:track:3MXgN1Cx7ciJ6Tyx9YGqD5,0.505,0
43,Revelión,Segismundo Toxicómano,https://open.spotify.com/track/06tKmDwPNGRgesxVBZK6Kv,2005,7,0.000542,https://api.spotify.com/v1/audio-analysis/06tKmDwPNGRgesxVBZK6Kv,0.561,177293,0.924,06tKmDwPNGRgesxVBZK6Kv,0.0,0,0.158,-4.561,1,0.0543,114.978,4,https://api.spotify.com/v1/tracks/06tKmDwPNGRgesxVBZK6Kv,audio_features,spotify:track:06tKmDwPNGRgesxVBZK6Kv,0.76,0
44,Amigos de guardia,Mikel Erentxun,https://open.spotify.com/track/0gXl78vl1HBFXd1gRcMJok,2006,0,0.0708,https://api.spotify.com/v1/audio-analysis/0gXl78vl1HBFXd1gRcMJok,0.623,221973,0.851,0gXl78vl1HBFXd1gRcMJok,0.0,8,0.0898,-4.7780000000000005,1,0.0306,114.67,4,https://api.spotify.com/v1/tracks/0gXl78vl1HBFXd1gRcMJok,audio_features,spotify:track:0gXl78vl1HBFXd1gRcMJok,0.941,0
45,Small Arms Fire,Steve Stevens,https://open.spotify.com/track/7LlWfqo6HhgRcY685PjWEd,2008,12,6.86e-05,https://api.spotify.com/v1/audio-analysis/7LlWfqo6HhgRcY685PjWEd,0.368,450293,0.961,7LlWfqo6HhgRcY685PjWEd,0.7809999999999999,1,0.706,-4.527,1,0.0915,190.00799999999998,4,https://api.spotify.com/v1/tracks/7LlWfqo6HhgRcY685PjWEd,audio_features,spotify:track:7LlWfqo6HhgRcY685PjWEd,0.544,0
46,15 Will Get You 20,City High,https://open.spotify.com/track/4TEhB5JLoJnI2PrWujG8Yr,2004,17,0.29100000000000004,https://api.spotify.com/v1/audio-analysis/4TEhB5JLoJnI2PrWujG8Yr,0.8109999999999999,210453,0.511,4TEhB5JLoJnI2PrWujG8Yr,0.0,7,0.139,-9.72,0,0.138,92.99799999999999,4,https://api.spotify.com/v1/tracks/4TEhB5JLoJnI2PrWujG8Yr,audio_features,spotify:track:4TEhB5JLoJnI2PrWujG8Yr,0.93,0
47,Nada Que Hacer,2 minutos,https://open.spotify.com/track/2uxaPmoA6rjDIhBiaZuzRW,1997,14,4.16e-05,https://api.spotify.com/v1/audio-analysis/2uxaPmoA6rjDIhBiaZuzRW,0.165,119320,0.971,2uxaPmoA6rjDIhBiaZuzRW,0.0,4,0.6609999999999999,-6.51,1,0.257,157.851,4,https://api.spotify.com/v1/tracks/2uxaPmoA6rjDIhBiaZuzRW,audio_features,spotify:track:2uxaPmoA6rjDIhBiaZuzRW,0.255,0
48,Tech Romance,Her Space Holiday,https://open.spotify.com/track/05317XhfgEEI6Fkv6BB9PW,2003,22,0.29,https://api.spotify.com/v1/audio-analysis/05317XhfgEEI6Fkv6BB9PW,0.675,259987,0.498,05317XhfgEEI6Fkv6BB9PW,0.0442,2,0.0722,-7.529,1,0.0323,90.045,4,https://api.spotify.com/v1/tracks/05317XhfgEEI6Fkv6BB9PW,audio_features,spotify:track:05317XhfgEEI6Fkv6BB9PW,0.213,0
49,Night and Day,Bootsyano,https://open.spotify.com/track/7DsaJlvooROdnFWhZ4G9zb,1998,0,0.331,https://api.spotify.com/v1/audio-analysis/7DsaJlvooROdnFWhZ4G9zb,0.6890000000000001,231000,0.867,7DsaJlvooROdnFWhZ4G9zb,0.0,1,0.242,-4.255,1,0.379,99.795,4,https://api.spotify.com/v1/tracks/7DsaJlvooROdnFWhZ4G9zb,audio_features,spotify:track:7DsaJlvooROdnFWhZ4G9zb,0.669,0
50,In My Face,Kutt Calhoun,https://open.spotify.com/track/6lHW4r2hMeR4ShAcMtGOic,2004,4,0.0815,https://api.spotify.com/v1/audio-analysis/6lHW4r2hMeR4ShAcMtGOic,0.65,322107,0.8740000000000001,6lHW4r2hMeR4ShAcMtGOic,1.28e-06,11,0.06,-4.922,0,0.39399999999999996,161.94,4,https://api.spotify.com/v1/tracks/6lHW4r2hMeR4ShAcMtGOic,audio_features,spotify:track:6lHW4r2hMeR4ShAcMtGOic,0.7929999999999999,0
51,Starz In Their Eyes,Just Jack,https://open.spotify.com/track/0td1GfBHNxlGephozVmL9k,2007,36,0.000617,https://api.spotify.com/v1/audio-analysis/0td1GfBHNxlGephozVmL9k,0.622,191760,0.867,0td1GfBHNxlGephozVmL9k,9.83e-05,3,0.5479999999999999,-4.1339999999999995,1,0.10800000000000001,124.315,4,https://api.spotify.com/v1/tracks/0td1GfBHNxlGephozVmL9k,audio_features,spotify:track:0td1GfBHNxlGephozVmL9k,0.6890000000000001,0
52,Man With No Country,Flogging Molly,https://open.spotify.com/track/4bTmdaG9wgwg8DEwJiyNTM,2008,28,0.007809999999999999,https://api.spotify.com/v1/audio-analysis/4bTmdaG9wgwg8DEwJiyNTM,0.40700000000000003,184040,0.9520000000000001,4bTmdaG9wgwg8DEwJiyNTM,0.0177,7,0.10800000000000001,-3.728,1,0.0652,151.887,4,https://api.spotify.com/v1/tracks/4bTmdaG9wgwg8DEwJiyNTM,audio_features,spotify:track:4bTmdaG9wgwg8DEwJiyNTM,0.848,0
53,Headspace,Jordan Rudess,https://open.spotify.com/track/40FNCvf0b0nwKclLrvaGKS,2001,4,0.731,https://api.spotify.com/v1/audio-analysis/40FNCvf0b0nwKclLrvaGKS,0.312,238133,0.314,40FNCvf0b0nwKclLrvaGKS,0.33299999999999996,7,0.107,-13.415,1,0.0334,110.109,4,https://api.spotify.com/v1/tracks/40FNCvf0b0nwKclLrvaGKS,audio_features,spotify:track:40FNCvf0b0nwKclLrvaGKS,0.0525,0
54,If Only I Could - Jaques Raupe vs Tom Pulse Edit,Tom Pulse,https://open.spotify.com/track/6t3uksHqPq6nH35tIBBfKU,2005,0,0.0309,https://api.spotify.com/v1/audio-analysis/6t3uksHqPq6nH35tIBBfKU,0.9,182370,0.943,6t3uksHqPq6nH35tIBBfKU,0.0293,11,0.22,-6.18,1,0.0856,128.0,4,https://api.spotify.com/v1/tracks/6t3uksHqPq6nH35tIBBfKU,audio_features,spotify:track:6t3uksHqPq6nH35tIBBfKU,0.59,0
