,ranking,artist,song,year
2018,95.0,Roy Head,Treat Her Right,1965
2019,96.0,Jack Jones,The Race Is On,1965
2020,97.0,"Dino, Desi and Billy",I’m A Fool,1965
2021,98.0,Ad Libs,The Boy From New York City,1965
2022,99.0,Del Shannon,Keep Searchin’,1965
2023,100.0,Marvin Gaye,How Sweet It Is (To Be Loved By You),1965
2024,25.0,Sylvers,Hot Line,1977
2025,26.0,Rose Royce,Car Wash,1977
2026,27.0,Marilyn McCoo and Billy Davis Jr.,You Don’t Have To Be A Star,1977
2027,28.0,Steve Miller Band,Fly Like An Eagle,1977
2028,29.0,David Soul,Don’t Give Up On Us,1977
2029,30.0,Stephen Bishop,On And On,1977
2030,31.0,Foreigner,Feels Like The First Time,1977
2031,59.0,Halsey,Now Or Never,2017
2032,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2033,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2034,88.0,Sandy Posey,I Take It Back,1967
2035,89.0,Tremeloes,Here Comes My Baby,1967
2036,90.0,Robert Knight,Everlasting Love,1967
2037,91.0,"Peter, Paul and Mary",I Dig Rock And Roll Music,1967
2038,92.0,Bill Cosby,Little Ole Man (Uptight-Everything’s Alright),1967
2039,91.0,Dave Clark Five,Do You Love Me,1964
2040,92.0,"Robert Maxwell, His Harp and Orch.",Shangri-La,1964
2041,93.0,Gene Simmons,Haunted Houses,1964
2042,94.0,Jimmy Hughes,Steal Away,1964
2043,95.0,Beatles,I Saw Her Standing There,1964
2044,96.0,Andy Williams,A Fool Never Learns,1964
2045,97.0,Billy J. Kramer and The Dakotas,Bad To Me,1964
2046,35.0,Barry Manilow,Mandy,1975
2047,36.0,Olivia Newton-John,Have You Never Been Mellow,1975
2048,37.0,Barry Manilow,Could It Be Magic,1975
2049,38.0,Harry Chapin,Cat’s In The Cradle,1975
2050,39.0,Michael Murphy,Wildfire,1975
2051,40.0,Jessi Colter,I’m Not Lisa,1975
2052,41.0,Wings,Listen To What The Man Said,1975
2053,42.0,10cc,I’m Not In Love,1975
2054,43.0,Billy Swan,I Can Help,1975
2055,27.0,Supertramp,The Logical Song,1979
2056,28.0,Billy Joel,My Life,1979
2057,29.0,Randy Vanwarmer,Just When I Needed You Most,1979
2058,13.0,Crowded House,Don’t Dream It’s Over,1987
2059,14.0,Atlantic Starr,Always,1987
2060,15.0,U2,With Or Without You,1987
2061,16.0,Jody Watley,Looking For A New Love,1987
2062,17.0,Lisa Lisa and Cult Jam,Head To Toe,1987
2063,18.0,Tiffany,I Think We’re Alone Now,1987
2064,33.0,Dan Hill,Sometimes When We Touch,1978
2065,34.0,Donna Summer,Last Dance,1978
2066,35.0,Olivia Newton-John,Hopelessly Devoted To You,1978
2067,4.0,Redbone,Come And Get Your Love,1974
2068,5.0,Jackson 5,Dancing Machine,1974
2069,6.0,Grand Funk Railroad,The Loco-Motion,1974
2070,7.0,MFSB,TSOP,1974
2071,8.0,Ray Stevens,The Streak,1974
2072,36.0,Linda Scott,Don’t Bet Money Honey,1961
2073,37.0,Johnny Tillotson,Without You,1961
2074,38.0,Ferlin Husky,Wings Of A Dove,1961
2075,39.0,Elvis Presley,Little Sister,1961
2076,40.0,Marcels,Blue Moon,1961
2077,25.0,Joey Dee and The Starlighters,Peppermint Twist,1962
2078,26.0,Brenda Lee,Break It To Me Gently,1962
2079,27.0,Marvelettes,Playboy,1962
2080,28.0,Nat King Cole,Ramblin’ Rose,1962
2081,29.0,Brian Hyland,Sealed With A Kiss,1962
2082,30.0,Jay and The Americans,She Cried,1962
2083,82.0,Orleans,Still The One,1976
2084,83.0,Queen,You’re My Best Friend,1976
2085,84.0,Jefferson Starship,With Your Love,1976
2086,85.0,Foghat,Slow Ride,1976
2087,86.0,Ohio Players,Who’d She Coo,1976
2088,87.0,David Ruffin,Walk Away From Love,1976
2089,88.0,Peter Frampton,"Baby, I Love Your Way",1976
2090,29.0,Sam Cooke,Chain Gang,1960
2091,30.0,Everly Brothers,Let It Be Me,1960
2092,31.0,Jimmy Jones,Good Timin’,1960
2093,32.0,Bobby Darin,Beyond The Sea,1960
2094,33.0,Jimmy Clanton,Go Jimmy Go,1960
2095,34.0,Jackie Wilson,Night,1960
2096,35.0,Jack Scott,Burning Bridges,1960
2097,36.0,Toni Fisher,The Big Hurt,1960
2098,19.0,Nino Tempo and April Stevens,Deep Purple,1963
2099,20.0,The Surfaris,Wipe Out,1963
2100,21.0,Al Martino,I Love You Because,1963
2101,22.0,Rebels,Wild Weekend,1963
2102,23.0,Bobby Darin,You’re The Reason I’m Living,1963
2103,24.0,Four Seasons,Walk Like A Man,1963
2104,32.0,Climax Blues Band,Couldn’t Get It Right,1977
2105,33.0,Commodores,Easy,1977
2106,34.0,Jennifer Warnes,Right Time Of The Night,1977
2107,35.0,Natalie Cole,I’ve Got Love On My Mind,1977
2108,36.0,Manfred Mann’s. Earth Band,Blinded By The Light,1977
2109,37.0,Barry Manilow,Looks Like We Made It,1977
2110,60.0,Amine,Caroline,2017
2111,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2112,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2113,93.0,Electric Prunes,I Had Too Much To Dream Last Night,1967
2114,94.0,Monkees,Daydream Believer,1967
2115,95.0,Johnny Rivers,Baby I Need Your Lovin’,1967
2116,96.0,Who,I Can See For Miles,1967
2117,97.0,Tommy James and The Shondells,Mirage,1967
2118,98.0,Tom Jones,"Green, Green Grass Of Home",1967
2119,99.0,Petula Clark,Don’t Sleep In The Subway,1967
2120,98.0,Bobby Vinton,There! I’ve Said It Again,1964
2121,99.0,The Kingsmen,Louie Louie,1964
2122,100.0,Searchers,Needles And Pins,1964
2123,44.0,"Hamilton, Joe Frank and Reynolds",Fallin’ In Love,1975
2124,45.0,Morris Albert,Feelings,1975
2125,46.0,Sammy Johns,Chevy Van,1975
2126,47.0,Linda Ronstadt,When Will I Be Loved,1975
2127,48.0,Barry White,"You’re The First, The Last, My Everthing",1975
2128,49.0,Olivia Newton-John,Please Mr Please,1975
2129,50.0,Linda Ronstadt,You’re No Good,1975
2130,30.0,Raydio,You Can’t Change That,1979
2131,19.0,Billy Idol,Mony Mony,1987
2132,20.0,Billy Vera and The Beaters,At This Moment,1987
2133,21.0,Chris De Burgh,The Lady In Red,1987
2134,22.0,Whitney Houston,Didn’t We Almost Have It All,1987
2135,36.0,Foreigner,Hot Blooded,1978
2136,37.0,Rod Stewart,You’re In My Heart,1978
2137,38.0,Roberta Flack and Donny Hathaway,The Closer I Get To You,1978
2138,39.0,Kansas,Dust In The Wind,1978
2139,40.0,Walter Egan,Magnet And Steel,1978
2140,9.0,Elton John,Bennie And The Jets,1974
2141,10.0,Mac Davis,One Hell Of A Woman,1974
2142,11.0,Aretha Franklin,Until You Come Back To Me (That’s What I’m Gonna Do),1974
2143,12.0,Kool and The Gang,Jungle Boogie,1974
2144,13.0,Maria Muldaur,Midnight At The Oasis,1974
2145,14.0,Stylistics,You Make Me Feel Brand New,1974
2146,15.0,Al Wilson,Show And Tell,1974
2147,16.0,Jim Stafford,Spiders And Snakes,1974
2148,41.0,Shep and The Limelites,Daddy’s Home,1961
2149,42.0,Troy Shondell,This Time,1961
2150,43.0,Clarence “Frog Man” Henry,I Don’t Know Why But I Do,1961
2151,44.0,Kokomo,Asia Minor,1961
2152,31.0,Connie Francis,Don’t Break The Heart That Loves You,1962
2153,32.0,Gary U.S. Bonds,Dear Lady Twist,1962
2154,33.0,Sue Thompson,Norman,1962
2155,34.0,Ketty Lester,Love Letters,1962
2156,35.0,Claudine Clark,Party Lights,1962
2157,36.0,Highwaymen,Cotton Fields,1962
2158,37.0,Bent Fabric,Alley Cat,1962
2159,89.0,Candi Staton,Young Hearts Run Free,1976
2160,90.0,Neil Sedaka,Breaking Up’s Hard To Do,1976
2161,91.0,Bay City Rollers,Money Honey,1976
2162,92.0,Parliament,Tear The Roof Off The Sucker,1976
2163,93.0,Larry Groce,Junk Food Junkie,1976
2164,94.0,Barry Manilow,Tryin’ To Get The Feeling Again,1976
2165,95.0,Kiss,Rock And Roll All Nite,1976
2166,37.0,Duane Eddy,Because They’re Young,1960
2167,38.0,Conway Twitty,Lonely Blue Boy,1960
2168,39.0,Steve Lawrence,Pretty Blue Eyes,1960
2169,40.0,Freddie Cannon,Way Down Yonder In New Orleans,1960
2170,41.0,Anita Bryant,Paper Roses,1960
2171,42.0,Larry Verne,Mr. Custer,1960
2172,43.0,Brenda Lee,I Want To Be Wanted,1960
2173,44.0,Fendermen,Mule Skinner Blues,1960
2174,45.0,Johnny Preston,Cradle Of Love,1960
2175,25.0,Inez Foxx,Mockingbird,1963
2176,26.0,Little Peggy March,I Will Follow Him,1963
2177,27.0,Chantays,Pipeline,1963
2178,38.0,Atlanta Rhythm Section,So In To You,1977
2179,39.0,Fleetwood Mac,Dreams,1977
2180,40.0,Jacksons,Enjoy Yourself,1977
2181,41.0,Brick,Dazz,1977
2182,42.0,Peter Frampton,I’m In You,1977
2183,43.0,Kenny Rogers,Lucille,1977
2184,61.0,Ayo & Teo,Rolex,2017
2185,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2186,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2187,100.0,Neil Diamond,Thank The Lord For The Night Time,1967
2188,51.0,Bazuka,Dynomite,1975
2189,52.0,Blackbyrds,Walking In Rhythm,1975
2190,53.0,Gladys Knight and The Pips,The Way We Were / Try To Remember,1975
2191,54.0,Melissa Manchester,Midnight Blue,1975
2192,55.0,Sugarloaf,"Don’t Call Us, We’ll Call You",1975
2193,31.0,Peaches and Herb,Shake Your Groove Thing,1979
2194,32.0,Dionne Warwick,I’ll Never Love This Way Again,1979
2195,33.0,Bee Gees,Love You Inside Out,1979
2196,34.0,Cheap Trick,I Want You To Want Me,1979
2197,35.0,Barbra Streisand,The Main Event (Fight),1979
2198,36.0,Elton John,Mama Can’t Buy You Love,1979
2199,37.0,Leif Garrett,I Was Made For Dancin’,1979
2200,23.0,U2,I Still Haven’t Found What I’m Looking For,1987
2201,24.0,George Michael,I Want Your Sex,1987
2202,25.0,Duran Duran,Notorious,1987
2203,26.0,Debbie Gibson,Only In My Dreams,1987
2204,27.0,Bill Medley and Jennifer Warnes,(I’ve Had) The Time Of My Life,1987
2205,28.0,Peter Cetera and Amy Grant,The Next Time I Fall,1987
2206,29.0,Club Nouveau,Lean On Me,1987
2207,41.0,Randy Newman,Short People,1978
2208,42.0,O’Jays,Use Ta Be My Girl,1978
2209,43.0,Natalie Cole,Our Love,1978
2210,44.0,Pablo Cruise,Love Will Find A Way,1978
2211,17.0,David Essex,Rock On,1974
2212,18.0,John Denver,Sunshine On My Shoulder,1974
2213,19.0,Blue Magic,Sideshow,1974
2214,20.0,Blue Swede,Hooked On A Feeling,1974
2215,21.0,Bo Donaldson and The Heywoods,Billy Don’t Be A Hero,1974
2216,45.0,Faron Young,Hello Walls,1961
2217,46.0,Dion,Runaround Sue,1961
2218,47.0,Arthur Lyman,Yellow Bird,1961
2219,48.0,Timi Yuro,Hurt,1961
2220,49.0,Ricky Nelson,Hello Mary Lou,1961
2221,50.0,Capris,There’s A Moon Out Tonight,1961
2222,51.0,Elvis Presley,Surrender,1961
2223,52.0,Paris Sisters,I Love How You Love Me,1961
2224,38.0,The Isley Brothers,Twist And Shout,1962
2225,39.0,Richard Chamberlain,Theme From Dr. Kildare,1962
2226,40.0,Ace Cannon,Tuff,1962
2227,41.0,Clyde Mcphatter,"Lover, Please",1962
2228,42.0,Barbara George,I Know,1962
2229,43.0,Rick Nelson,Young World,1962
2230,44.0,Shirelles,Baby It’s You,1962
2231,96.0,Rick Dees,Disco Duck,1976
2232,97.0,Thin Lizzy,The Boys Are Back In Town,1976
2233,98.0,Steve Miller Band,Take The Money And Run,1976
2234,99.0,Who,Squeeze Box,1976
2235,100.0,Glen Campbell,Country Boy (You Got Your Feet In L.A.),1976
2236,46.0,Marv Johnson,You’ve Got What It Takes,1960
2237,47.0,Hank Locklin,"Please Help Me, I’m Falling",1960
2238,48.0,Ron Holden,Love You So,1960
2239,49.0,Hank Ballard and The Midnighters,Finger Poppin’ Time,1960
2240,28.0,Jan and Dean,Surf City,1963
2241,29.0,Lesley Gore,It’s My Party,1963
2242,30.0,Eydie Gorme,Blame It On The Bossa Nova,1963
2243,31.0,Dovells,You Can’t Sit Down,1963
2244,32.0,Martha and The Vandellas,Heat Wave,1963
2245,33.0,Randy and The Rainbows,Denise,1963
2246,44.0,10cc,The Things We Do For Love,1977
2247,45.0,Shaun Cassidy,Da Doo Ron Ron,1977
2248,46.0,James Taylor,Handy Man,1977
2249,47.0,"Crosby, Stills and Nash",Just A Song Before I Go,1977
2250,48.0,Alice Cooper,You And Me,1977
2251,49.0,Johnny Rivers,Swayin’ To The Music (Slow Dancin’),1977
2252,62.0,Kendrick Lamar,DNA.,2017
2253,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2254,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2255,56.0,Phoebe Snow,Poetry Man,1975
2256,57.0,Ace,How Long,1975
2257,58.0,B.T. Express,Express,1975
2258,59.0,"Earth, Wind and Fire",That’s The Way Of The World,1975
2259,38.0,"Earth, Wind and Fire",After The Love Has Gone,1979
2260,39.0,Donna Summer and Brooklyn Dreams,Heaven Knows,1979
2261,40.0,Kenny Rogers,The Gambler,1979
2262,41.0,Nicolette Larson,Lotta Love,1979
2263,42.0,Little River Band,Lady,1979
2264,43.0,Bonnie Pointer,Heaven Must Have Sent You,1979
2265,44.0,Toto,Hold The Line,1979
2266,30.0,Madonna,Open Your Heart,1987
2267,31.0,Lisa Lisa and Cult Jam,Lost In Emotion,1987
2268,32.0,Cutting Crew,(I Just) Died In Your Arms,1987
2269,33.0,T’pau,Heart And Soul,1987
2270,34.0,Kim Wilde,You Keep Me Hangin’ On,1987
2271,35.0,Georgia Satellites,Keep Your Hands To Yourself,1987
2272,36.0,Aretha Franklin and George Michael,I Knew You Were Waiting (For Me),1987
2273,37.0,Janet Jackson,Control,1987
2274,38.0,Prince,U Got The Look,1987
2275,39.0,Linda Ronstadt and James Ingram,Somewhere Out There,1987
2276,45.0,Andy Gibb,An Everlasting Love,1978
2277,46.0,John Paul Young,Love Is In The Air,1978
2278,47.0,David Gates,Goodbye Girl,1978
2279,48.0,Paul Simon,Slip Slidin’ Away,1978
2280,49.0,Heatwave,The Groove Line,1978
2281,50.0,Jay Ferguson,Thunder Island,1978
2282,51.0,Atlanta Rhythm Section,Imaginary Lover,1978
2283,52.0,Bob Seger and The Silver Bullet Band,Still The Same,1978
2284,22.0,Paul McCartney and Wings,Band On The Run,1974
2285,23.0,Charlie Rich,The Most Beautiful Girl,1974
2286,24.0,Jim Croce,Time In A Bottle,1974
2287,25.0,John Denver,Annie’s Song,1974
2288,26.0,Olivia Newton-John,Let Me Be There,1974
2289,27.0,Gordon Lightfoot,Sundown,1974
2290,28.0,Paul Anka,(You’re) Having My Baby,1974
2291,29.0,Andy Kim,Rock Me Gently,1974
2292,30.0,Eddie Kendricks,Boogie Down,1974
2293,53.0,Lee Dorsey,Ya Ya,1961
2294,54.0,Gary,School Is Out,1961
2295,45.0,Pat Boone,Speedy Gonzales,1962
2296,46.0,Burl Ives,A Little Bitty Tear,1962
2297,47.0,Everly Brothers,Crying In The Rain,1962
2298,48.0,Emillo Pericoli,Al Di La’,1962
2299,49.0,Ernie Maresca,Shout! Shout! (Knock Yourself Out),1962
2300,50.0,Don and Juan,What’s Your Name,1962
2301,51.0,Corsairs,Smoky Places,1962
2302,52.0,Sam Cooke,Having A Party,1962
2303,53.0,Booker T and The MG’s,Green Onions,1962
2304,50.0,Platters,Harbor Lights,1960
2305,51.0,Billy Bland,Let The Little Girl Dance,1960
2306,52.0,Jeanne Black,He’ll Have To Stay,1960
2307,53.0,Ferrante and Teicher,Theme From The Apartment,1960
2308,54.0,Bobby Rydell,Volare (Nel Blu Dipinto Di Blu),1960
2309,55.0,Jimmy Charles,A Million To One,1960
2310,56.0,Andy Williams,The Village Of St. Bernadette,1960
2311,34.0,Rooftop Singers,Walk Right In,1963
2312,35.0,Jimmy Soul,If You Wanna Be Happy,1963
2313,36.0,Beach Boys,Surfer Girl,1963
2314,37.0,Trini Lopez,If I Had A Hammer,1963
2315,38.0,Tommy Roe,Everybody,1963
2316,39.0,Essex,Easier Said Than Done,1963
2317,50.0,Andrew Gold,Lonely Boy,1977
2318,51.0,Stevie Wonder,I Wish,1977
2319,52.0,Fleetwood Mac,Don’t Stop,1977
2320,53.0,Heart,Barracuda,1977
2321,54.0,Brothers Johnson,Strawberry Letter 23,1977
2322,55.0,Bob Seger and The Silver Bullet Band,Night Moves,1977
2323,63.0,Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),2017
2324,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2325,60.0,Styx,Lady,1975
2326,61.0,Grand Funk,Bad Time,1975
2327,62.0,Alice Cooper,Only Women Bleed,1975
2328,63.0,Carol Douglas,Doctor’s Orders,1975
2329,64.0,K.C. and The Sunshine Band,Get Down Tonight,1975
2330,65.0,Joe Cocker,You Are So Beautiful / It’s A Sin When You Love Somebody,1975
2331,45.0,Sister Sledge,He’s The Greatest Dancer,1979
2332,46.0,Dr. Hook,Sharing The Night Together,1979
2333,47.0,Kenny Rogers,She Believes In Me,1979
2334,48.0,Village People,In The Navy,1979
2335,49.0,Frank Mills,Music Box Dancer,1979
2336,50.0,Charlie Daniels Band,The Devil Went Down To Georgia,1979
2337,51.0,John Stewart,Gold,1979
2338,52.0,Wings,Goodnight Tonight,1979
2339,40.0,Genesis,Land Of Confusion,1987
2340,41.0,Huey Lewis and The News,Jacob’s Ladder,1987
2341,42.0,Madonna,Who’s That Girl,1987
2342,43.0,Jets,You Got It All,1987
2343,44.0,Samantha Fox,Touch Me (I Want Your Body),1987
2344,45.0,Michael Jackson and Siedah Garrett,I Just Can’t Stop Loving You,1987
2345,46.0,Madonna,Causing A Commotion,1987
2346,53.0,Toby Beau,My Angel Baby,1978
2347,54.0,Trammps,Disco Inferno,1978
2348,55.0,George Benson,On Broadway,1978
2349,56.0,Styx,Come Sail Away,1978
2350,57.0,L.T.D.,Back In Love Again,1978
2351,58.0,Player,This Time I’m In It For Love,1978
2352,59.0,Carly Simon,You Belong To Me,1978
2353,60.0,Dolly Parton,Here You Come Again,1978
2354,61.0,Linda Ronstadt,Blue Bayou,1978
2355,62.0,Steely Dan,Peg,1978
2356,63.0,Anne Murray,You Needed Me,1978
2357,31.0,Ringo Starr,You’re Sixteen,1974
2358,32.0,Olivia Newton-John,If You Love Me (Let Me Know),1974
2359,33.0,Cher,Dark Lady,1974
2360,34.0,Gladys Knight and The Pips,Best Thing That Ever Happened To Me,1974
2361,35.0,Roberta Flack,Feel Like Makin’ Love,1974
2362,55.0,Bob Moore,Mexico,1961
2363,56.0,Ral Donner,You Don’t Know What You’ve Got (Until You Lose It),1961
2364,57.0,Everly Brothers,Walk Right Back,1961
2365,58.0,Lettermen,The Way You Look Tonight,1961
2366,59.0,Pat Boone,Moody River,1961
2367,60.0,Ray Charles,One Mint Julep,1961
2368,61.0,Adam Wade,Take Good Care Of Her,1961
2369,62.0,Carla Thomas,Gee Whiz (Look At His Eyes),1961
2370,63.0,Ben E. King,Stand By Me,1961
2371,54.0,Ray Charles,You Don’t Know Me,1962
2372,55.0,Four Seasons,Sherry,1962
2373,56.0,Joanie Sommers,Johnny Get Angry,1962
2374,57.0,Elvis Presley,Can’t Help Falling In Love,1962
2375,58.0,Joey Dee,Shout,1962
2376,59.0,Dave “Baby” Cortez,Rinky Dink,1962
2377,60.0,Henry Mancini,Moon River,1962
2378,61.0,Ray Stevens,Ahab The Arab,1962
2379,62.0,Bobby Darin,Things,1962
2380,57.0,The Browns,The Old Lamplighter,1960
2381,58.0,Bill Black’s Combo,White Silver Sands,1960
2382,59.0,Bobby Vee,Devil Or Angel,1960
2383,40.0,Dion,Ruby Baby,1963
2384,41.0,Los Indios Tabajaras,Maria Elena,1963
2385,42.0,Ruby and The Romantics,Our Day Will Come,1963
2386,43.0,Skeeter Davis,I Can’t Stay Mad At You,1963
2387,44.0,Barbara Lewis,"Hello, Stranger",1963
2388,45.0,Ronettes,Be My Baby,1963
2389,46.0,Roy Orbison,Mean Woman Blues,1963
2390,47.0,Orlons,South Street,1963
2391,56.0,Helen Reddy,You’re My World,1977
2392,57.0,Marshall Tucker Band,Heard It In A Love Song,1977
2393,58.0,Kansas,Carry On Wayward Son,1977
2394,59.0,Eagles,New Kid In Town,1977
2395,60.0,Barbra Streisand,My Heart Belongs To Me,1977
2396,61.0,Engelbert Humperdinck,After The Lovin’,1977
2397,64.0,Rae Sremmurd,Swang,2017
2398,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2399,1.0,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015
2400,66.0,Paul Anka and Odia Coates,One Man Woman-One Woman Man,1975
2401,67.0,Bad Company,Feel Like Makin’ Love,1975
2402,68.0,James Taylor,How Sweet It Is,1975
2403,69.0,Orleans,Dance With Me,1975
2404,70.0,Average White Band,Cut The Cake,1975
2405,71.0,Gloria Gaynor,Never Can Say Goodbye,1975
2406,72.0,Paul Anka,I Don’t Like To Sleep Alone,1975
2407,73.0,Donny and Marie Osmond,Morning Side Of The Mountain,1975
2408,53.0,Sister Sledge,We Are Family,1979
2409,54.0,Bad Company,Rock ‘N’ Roll Fantasy,1979
2410,55.0,Hot Chocolate,Every 1’s A Winner,1979
2411,56.0,Cher,Take Me Home,1979
2412,57.0,"Earth, Wind and Fire",Boogie Wonderland,1979
2413,47.0,Genesis,In Too Deep,1987
2414,48.0,Janet Jackson,Let’s Wait Awhile,1987
2415,49.0,Huey Lewis and The News,Hip To Be Square,1987
2416,50.0,Chicago,Will You Still Love Me?,1987
2417,51.0,Fleetwood Mac,Little Lies,1987
2418,52.0,Suzanne Vega,Luka,1987
2419,53.0,Bananarama,I Heard A Rumour,1987
2420,54.0,Richard Marx,Don’t Mean Nothing,1987
2421,55.0,Kenny G,Songbird,1987
2422,64.0,Evelyn “Champagne” King,Shame,1978
2423,65.0,Little River Band,Reminiscing,1978
2424,66.0,Jefferson Starship,Count On Me,1978
2425,67.0,Eddie Money,Baby Hold On,1978
2426,68.0,Shaun Cassidy,Hey Deanie,1978
2427,69.0,John Travolta and Olivia Newton-john,Summer Nights,1978
2428,70.0,Lynyrd Skynyrd,What’s Your Name,1978
2429,71.0,Crystal Gayle,Don’t It Make My Brown Eyes Blue,1978
2430,36.0,Main Ingredient,Just Don’t Want To Be Lonely,1974
2431,37.0,Billy Preston,Nothing From Nothing,1974
2432,38.0,George McCrae,Rock Your Baby,1974
2433,39.0,Carpenters,Top Of The World,1974
2434,40.0,Steve Miller Band,The Joker,1974
2435,41.0,Gladys Knight and The Pips,I’ve Got To Use My Imagination,1974
2436,42.0,Three Dog Night,The Show Must Go On,1974
2437,43.0,Hues Corporation,Rock The Boat,1974
2438,44.0,Brownsville Station,Smokin’ In The Boy’s Room,1974
2439,64.0,Ben E. King,Spanish Harlem,1961
2440,65.0,Ike and Tina Turner,It’s Gonna Work Out Fine,1961
2441,66.0,Echoes,Baby Blue,1961
2442,67.0,Buzz Clifford,Baby Sittin’ Boogie,1961
2443,68.0,Del Shannon,Hats Off To Larry,1961
2444,69.0,Caesar and The Romans,Those Oldies But Goodies,1961
2445,70.0,Chubby Checker,The Fly,1961
2446,63.0,Gene Pitney,The Man Who Shot Liberty Valance,1962
2447,64.0,Duprees,You Belong To Me,1962
2448,65.0,Roy Orbison,Dream Baby,1962
2449,66.0,Joe Henderson,Snap Your Fingers,1962
2450,67.0,Dion,Lovers Who Wander,1962
2451,68.0,Chris Montez,Let’s Dance,1962
2452,60.0,Four Preps,Down By The Station,1960
2453,61.0,Little Dippers,Forever,1960
2454,62.0,Safaris and The Phantom’s Band,Image Of A Girl,1960
2455,63.0,Brook Benton,Kiddio,1960
2456,64.0,Donnie Brooks,Mission Bell,1960
2457,65.0,Marv Johnson,I Love The Way You Love,1960
2458,66.0,Paul Anka,It’s Time To Cry,1960
2459,48.0,Henry Mancini,Days Of Wine And Roses,1963
2460,49.0,Major Lance,The Monkey Time,1963
2461,50.0,Four Seasons,Candy Girl,1963
2462,51.0,Bill Anderson,Still,1963
2463,52.0,Bobby Vinton,Blue On Blue,1963
2464,53.0,Garnet Mimms and The Enchanters,Cry Baby,1963
2465,54.0,Lou Christie,Two Faces Have I,1963
2466,62.0,Steve Miller Band,Jet Airliner,1977
