,sp_name,sp_artist,sp_url,year,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
10,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,https://open.spotify.com/track/023OVLNzXhX0j7CxswUt6D,2015,0.141,https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D,0.78,180560,0.68,023OVLNzXhX0j7CxswUt6D,1.2e-05,4,0.138,-6.081,1,0.0305,118.026,4,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,audio_features,spotify:track:023OVLNzXhX0j7CxswUt6D,0.594
11,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,https://open.spotify.com/track/08Dd05WRnXGo11vTPjeQLn,2015,0.247,https://api.spotify.com/v1/audio-analysis/08Dd05WRnXGo11vTPjeQLn,0.262,252534,0.606,08Dd05WRnXGo11vTPjeQLn,0.0,8,0.125,-6.646,1,0.0484,189.857,4,https://api.spotify.com/v1/tracks/08Dd05WRnXGo11vTPjeQLn,audio_features,spotify:track:08Dd05WRnXGo11vTPjeQLn,0.275
12,Take Me to Church,Hozier,https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP,2015,0.634,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,0.566,241693,0.664,1CS7Sd1u5tWkstBhpssyjP,0.0,4,0.116,-5.303,0,0.0464,128.945,4,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,audio_features,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.437
13,Bad Blood,Taylor Swift,https://open.spotify.com/track/273dCMFseLcVsoSWx59IoE,2015,0.0871,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,0.652,211933,0.802,273dCMFseLcVsoSWx59IoE,6.45e-06,7,0.148,-6.114,1,0.181,170.157,4,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,audio_features,spotify:track:273dCMFseLcVsoSWx59IoE,0.295
14,Lean On - J Balvin & Farruko Remix,Major Lazer,https://open.spotify.com/track/5kISWfzPFTvhb7eUs35nMW,2015,0.0259,https://api.spotify.com/v1/audio-analysis/5kISWfzPFTvhb7eUs35nMW,0.781,230698,0.746,5kISWfzPFTvhb7eUs35nMW,0.0,5,0.0572,-4.463,0,0.0675,98.008,4,https://api.spotify.com/v1/tracks/5kISWfzPFTvhb7eUs35nMW,audio_features,spotify:track:5kISWfzPFTvhb7eUs35nMW,0.34
15,Want to Want Me,Jason Derulo,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy,2015,0.00906,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,0.775,207719,0.68,7oGZAicScQt96OAW4AruYy,0.0,0,0.109,-5.508,0,0.0629,114.025,4,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,audio_features,spotify:track:7oGZAicScQt96OAW4AruYy,0.656
16,Shake It Off,Taylor Swift,https://open.spotify.com/track/5xTtaWoae3wi06K5WfVUUH,2015,0.0561,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,0.648,219200,0.785,5xTtaWoae3wi06K5WfVUUH,0.0,7,0.148,-5.414,1,0.165,160.02,4,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.943
17,Fight Song,Rachel Platten,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,2015,0.0549,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,0.564,204013,0.714,37f4ITSlgPX81ad2EvmVQr,0.0,7,0.155,-4.987,1,0.129,175.924,4,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,audio_features,spotify:track:37f4ITSlgPX81ad2EvmVQr,0.33
18,679 (feat. Remy Boyz),Fetty Wap,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ,2015,0.00256,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,0.618,196693,0.717,5NQbUaeTEOGdD6hHcre0dZ,0.0,7,0.625,-5.738,1,0.318,190.05,4,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,audio_features,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,0.603
19,Lips Are Movin,Meghan Trainor,https://open.spotify.com/track/6gj08XDlv9Duc2fPOxUmVD,2015,0.0506,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,0.775,182667,0.825,6gj08XDlv9Duc2fPOxUmVD,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,4,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,audio_features,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.95
20,Worth It,Fifth Harmony,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO,2015,0.063,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,0.884,224573,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04e-06,8,0.118,-3.865,1,0.0882,99.987,4,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,audio_features,spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.594
21,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,https://open.spotify.com/track/0fgZUSa7D7aVvv3GfO0A1n,2015,0.0697,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,0.733,226581,0.676,0fgZUSa7D7aVvv3GfO0A1n,0.0,10,0.208,-5.655,0,0.0432,97.448,4,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,audio_features,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,0.701
22,"Honey, I'm Good.",Andy Grammer,https://open.spotify.com/track/4MflGTO2ZTcSQ12bWcyRgI,2015,0.0324,https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI,0.752,199263,0.775,4MflGTO2ZTcSQ12bWcyRgI,0.0,9,0.351,-7.289,1,0.0546,122.014,4,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,audio_features,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,0.595
23,I’m Not the Only One - Acoustic Cover,Sam Smith,https://open.spotify.com/track/5hO5U3Djps5hAUYHYlu56m,2015,0.992,https://api.spotify.com/v1/audio-analysis/5hO5U3Djps5hAUYHYlu56m,0.575,181826,0.192,5hO5U3Djps5hAUYHYlu56m,0.961,1,0.113,-17.514,1,0.0573,141.861,4,https://api.spotify.com/v1/tracks/5hO5U3Djps5hAUYHYlu56m,audio_features,spotify:track:5hO5U3Djps5hAUYHYlu56m,0.417
24,Good For You,Selena Gomez,https://open.spotify.com/track/578Eooad7oUyn4stovZiPg,2015,0.181,https://api.spotify.com/v1/audio-analysis/578Eooad7oUyn4stovZiPg,0.607,221280,0.673,578Eooad7oUyn4stovZiPg,0.0,5,0.069,-6.484,0,0.0611,88.952,4,https://api.spotify.com/v1/tracks/578Eooad7oUyn4stovZiPg,audio_features,spotify:track:578Eooad7oUyn4stovZiPg,0.215
25,All About That Bass,Meghan Trainor,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,2015,0.0573,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,0.807,187920,0.887,5jE48hhRu8E6zBDPRSkEq7,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,audio_features,spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.961
26,Style,Taylor Swift,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5,2015,0.00256,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,0.598,231000,0.786,4lIxdJw6W3Fg4vUIYCB0S5,0.00143,2,0.117,-5.572,1,0.0382,95.021,4,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,audio_features,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,0.456
27,Hotline Bling,Drake,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,2015,0.00261,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,0.891,267067,0.625,0wwPcA6wtMf6HUMpIRdeP7,0.000176,2,0.0504,-7.861,1,0.0558,134.967,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.548
28,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,https://open.spotify.com/track/5b2bu6yyATC1zMXDGScJ2d,2015,0.24,https://api.spotify.com/v1/audio-analysis/5b2bu6yyATC1zMXDGScJ2d,0.596,192560,0.73,5b2bu6yyATC1zMXDGScJ2d,0.0,9,0.325,-4.091,1,0.151,85.979,4,https://api.spotify.com/v1/tracks/5b2bu6yyATC1zMXDGScJ2d,audio_features,spotify:track:5b2bu6yyATC1zMXDGScJ2d,0.525
29,What Do You Mean?,Justin Bieber,https://open.spotify.com/track/1AYnYalS9XldT0zviBj061,2015,0.635,https://api.spotify.com/v1/audio-analysis/1AYnYalS9XldT0zviBj061,0.844,206787,0.526,1AYnYalS9XldT0zviBj061,0.000615,5,0.0926,-9.858,0,0.12,125.041,4,https://api.spotify.com/v1/tracks/1AYnYalS9XldT0zviBj061,audio_features,spotify:track:1AYnYalS9XldT0zviBj061,0.785
30,Photograph,Ed Sheeran,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,2015,0.607,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,258987,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201
31,Hello,Adele,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,2015,0.336,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,0.481,295493,0.451,4sPmO7WMQUAf45kwMOtONw,0.0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289
32,Stitches,Shawn Mendes,https://open.spotify.com/track/5jsw9uXEGuKyJzs0boZ1bT,2015,0.0152,https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT,0.746,206880,0.754,5jsw9uXEGuKyJzs0boZ1bT,0.0,1,0.0486,-6.681,1,0.067,149.882,4,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,audio_features,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,0.764
33,Talking Body,Tove Lo,https://open.spotify.com/track/2tpfxAXiI52znho4WE3XFA,2015,0.0966,https://api.spotify.com/v1/audio-analysis/2tpfxAXiI52znho4WE3XFA,0.736,238427,0.761,2tpfxAXiI52znho4WE3XFA,0.0,4,0.0823,-5.449,0,0.0338,119.999,4,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,audio_features,spotify:track:2tpfxAXiI52znho4WE3XFA,0.114
34,Jealous - Remix,Nick Jonas,https://open.spotify.com/track/5NQJnRpJHRaupdegphntQT,2015,0.0132,https://api.spotify.com/v1/audio-analysis/5NQJnRpJHRaupdegphntQT,0.684,222187,0.71,5NQJnRpJHRaupdegphntQT,0.0,11,0.444,-3.614,0,0.0779,93.007,4,https://api.spotify.com/v1/tracks/5NQJnRpJHRaupdegphntQT,audio_features,spotify:track:5NQJnRpJHRaupdegphntQT,0.451
35,Locked Away,R. City,https://open.spotify.com/track/0sQLhT32E9ZG2zn5iYR6nN,2015,0.328,https://api.spotify.com/v1/audio-analysis/0sQLhT32E9ZG2zn5iYR6nN,0.508,227280,0.677,0sQLhT32E9ZG2zn5iYR6nN,0.0,1,0.0491,-5.696,1,0.0656,121.928,5,https://api.spotify.com/v1/tracks/0sQLhT32E9ZG2zn5iYR6nN,audio_features,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.575
36,Somebody,Natalie La Rose,https://open.spotify.com/track/7ioiB40H9xKs04QtIso2I3,2015,0.000792,https://api.spotify.com/v1/audio-analysis/7ioiB40H9xKs04QtIso2I3,0.83,189907,0.52,7ioiB40H9xKs04QtIso2I3,1.25e-05,0,0.0656,-8.714,1,0.0376,104.99,4,https://api.spotify.com/v1/tracks/7ioiB40H9xKs04QtIso2I3,audio_features,spotify:track:7ioiB40H9xKs04QtIso2I3,0.735
37,Centuries,Fall Out Boy,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq,2015,0.00359,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,0.394,228360,0.858,04aAxqtGp5pv12UXAg4pkq,0.0,4,0.102,-2.868,0,0.0729,176.044,4,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,audio_features,spotify:track:04aAxqtGp5pv12UXAg4pkq,0.56
38,My Way (feat. Monty),Fetty Wap,https://open.spotify.com/track/1WoOzgvz6CgH4pX6a1RKGp,2015,0.00419,https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp,0.748,213053,0.741,1WoOzgvz6CgH4pX6a1RKGp,0.0,6,0.147,-3.103,1,0.0531,128.077,4,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,audio_features,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.537
39,Take Your Time,Sam Hunt,https://open.spotify.com/track/6DEaND0SHv3sC11xobZLiy,2015,0.101,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,0.558,243707,0.719,6DEaND0SHv3sC11xobZLiy,0.0,11,0.212,-5.603,1,0.0419,158.031,4,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,audio_features,spotify:track:6DEaND0SHv3sC11xobZLiy,0.483
40,Animals,Maroon 5,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,2015,0.000185,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,0.279,231013,0.742,2bL2gyO6kBdLkNSkxXNh6x,0.0,4,0.593,-6.46,0,0.0898,189.868,4,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,audio_features,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,0.328
41,I Don't F**k With You,Big Sean,https://open.spotify.com/track/7taXl2C2594pF4gjumrF4W,2015,0.0385,https://api.spotify.com/v1/audio-analysis/7taXl2C2594pF4gjumrF4W,0.815,284413,0.724,7taXl2C2594pF4gjumrF4W,0.0,1,0.334,-5.658,1,0.0712,97.957,4,https://api.spotify.com/v1/tracks/7taXl2C2594pF4gjumrF4W,audio_features,spotify:track:7taXl2C2594pF4gjumrF4W,0.366
42,Bitch Better Have My Money,Rihanna,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq,2015,0.0509,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,0.781,219306,0.728,0NTMtAO2BV4tnGvw9EgBVq,1.94e-06,1,0.257,-4.981,1,0.0621,102.99,4,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.395
43,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,https://open.spotify.com/track/2NVt7fxr5GsqTkGwYXcNTE,2015,0.0384,https://api.spotify.com/v1/audio-analysis/2NVt7fxr5GsqTkGwYXcNTE,0.676,176675,0.615,2NVt7fxr5GsqTkGwYXcNTE,0.0,6,0.341,-7.534,0,0.0496,163.993,4,https://api.spotify.com/v1/tracks/2NVt7fxr5GsqTkGwYXcNTE,audio_features,spotify:track:2NVt7fxr5GsqTkGwYXcNTE,0.883
44,Nasty Freestyle,T-Wayne,https://open.spotify.com/track/0PT7nlpo11hYYyfnBgtilT,2015,0.0577,https://api.spotify.com/v1/audio-analysis/0PT7nlpo11hYYyfnBgtilT,0.779,142212,0.472,0PT7nlpo11hYYyfnBgtilT,0.0,11,0.114,-7.116,1,0.218,135.051,4,https://api.spotify.com/v1/tracks/0PT7nlpo11hYYyfnBgtilT,audio_features,spotify:track:0PT7nlpo11hYYyfnBgtilT,0.412
45,Only,Nicki Minaj,https://open.spotify.com/track/4MRT0dDbhqFKl67WzhUbSw,2015,0.405,https://api.spotify.com/v1/audio-analysis/4MRT0dDbhqFKl67WzhUbSw,0.573,312027,0.495,4MRT0dDbhqFKl67WzhUbSw,0.0,8,0.0969,-7.245,0,0.592,179.196,3,https://api.spotify.com/v1/tracks/4MRT0dDbhqFKl67WzhUbSw,audio_features,spotify:track:4MRT0dDbhqFKl67WzhUbSw,0.255
46,Elastic Heart,Sia,https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd,2015,0.0117,https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd,0.421,257200,0.791,5S9lfZu1YF8xKkgSsqL2Bd,1.48e-05,9,0.146,-4.998,1,0.0496,130.075,4,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,audio_features,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,0.499
47,Cool for the Summer,Demi Lovato,https://open.spotify.com/track/2zFF6jG5hQArbzcXz3KUWk,2015,0.00425,https://api.spotify.com/v1/audio-analysis/2zFF6jG5hQArbzcXz3KUWk,0.583,214740,0.61,2zFF6jG5hQArbzcXz3KUWk,0.000105,5,0.14,-5.639,0,0.0382,114.06,4,https://api.spotify.com/v1/tracks/2zFF6jG5hQArbzcXz3KUWk,audio_features,spotify:track:2zFF6jG5hQArbzcXz3KUWk,0.336
48,Renegades,X Ambassadors,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf,2015,0.0144,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,0.526,195200,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,2,0.229,-6.003,1,0.0905,90.052,4,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.528
49,I Don't Mind (feat. Juicy J),Usher,https://open.spotify.com/track/7aXuop4Qambx5Oi3ynsKQr,2015,0.205,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,0.87,251989,0.464,7aXuop4Qambx5Oi3ynsKQr,0.0,4,0.0902,-8.337,1,0.178,112.974,4,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.457
50,Wildest Dreams,Taylor Swift,https://open.spotify.com/track/59HjlYCeBsxdI0fcm3zglw,2015,0.0709,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,0.553,220440,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8,0.106,-7.417,1,0.0741,140.06,4,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.467
51,Stay With Me,Sam Smith,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt,2015,0.588,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,0.418,172724,0.42,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0,0.11,-6.444,1,0.0414,84.094,4,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,audio_features,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.184
52,Uma Thurman,Fall Out Boy,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr,2015,0.102,https://api.spotify.com/v1/audio-analysis/5PUawWFG1oIS2NwEcyHaCr,0.622,211573,0.961,5PUawWFG1oIS2NwEcyHaCr,0.00016,4,0.264,-2.616,0,0.0669,149.962,4,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,audio_features,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.687
53,7/11,Beyoncé,https://open.spotify.com/track/02M6vucOvmRfMxTXDUwRXu,2015,0.0128,https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu,0.747,213507,0.705,02M6vucOvmRfMxTXDUwRXu,0.0,9,0.126,-5.137,0,0.126,136.024,4,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,audio_features,spotify:track:02M6vucOvmRfMxTXDUwRXu,0.56
54,The Heart Wants What It Wants,Selena Gomez,https://open.spotify.com/track/6wJwkMo278iWVlWl1XQ4WA,2015,0.053,https://api.spotify.com/v1/audio-analysis/6wJwkMo278iWVlWl1XQ4WA,0.616,227373,0.789,6wJwkMo278iWVlWl1XQ4WA,0.0,7,0.142,-4.874,0,0.0377,83.066,4,https://api.spotify.com/v1/tracks/6wJwkMo278iWVlWl1XQ4WA,audio_features,spotify:track:6wJwkMo278iWVlWl1XQ4WA,0.621
55,Girl Crush,Little Big Town,https://open.spotify.com/track/11qh54D0PKkBwelpDxxiEU,2015,0.842,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.5,193320,0.225,11qh54D0PKkBwelpDxxiEU,0.0,0,0.112,-10.22,1,0.0302,173.788,3,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.355
56,Slow Motion,Trey Songz,https://open.spotify.com/track/4NYwy0R3NdvORX2B6OZXBT,2015,0.679,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,0.733,197854,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7,0.11,-7.834,0,0.0388,94.947,4,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.291
