,sp_name,sp_artist,sp_url,year,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
57,Drag Me Down,One Direction,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,2015,0.109,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,0.73,192120,0.703,2K87XMYnUMqLcX3zvtAF4G,0.0,0,0.0657,-5.672,0,0.0369,138.113,4,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,audio_features,spotify:track:2K87XMYnUMqLcX3zvtAF4G,0.595
58,Truffle Butter,Nicki Minaj,https://open.spotify.com/track/3keUgTGEoZJt0QkzTB6kHg,2015,0.0743,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,0.887,219227,0.673,3keUgTGEoZJt0QkzTB6kHg,4.06e-05,10,0.124,-6.846,0,0.0503,105.113,4,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,audio_features,spotify:track:3keUgTGEoZJt0QkzTB6kHg,0.491
59,One Last Time,Ariana Grande,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,2015,0.093,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,0.628,197267,0.593,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
60,Chains,Nick Jonas,https://open.spotify.com/track/5Eg4TsPcqNbIjd8ADMZosg,2015,0.0151,https://api.spotify.com/v1/audio-analysis/5Eg4TsPcqNbIjd8ADMZosg,0.589,203107,0.611,5Eg4TsPcqNbIjd8ADMZosg,0.0,0,0.0757,-5.881,0,0.0459,76.006,4,https://api.spotify.com/v1/tracks/5Eg4TsPcqNbIjd8ADMZosg,audio_features,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,0.121
61,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,https://open.spotify.com/track/0hy1SOTEn9ifXTzOwnCwEr,2015,0.0242,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,0.589,223973,0.658,0hy1SOTEn9ifXTzOwnCwEr,0.0,11,0.118,-5.288,0,0.203,77.521,4,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,audio_features,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.251
62,No Type,Rae Sremmurd,https://open.spotify.com/track/4scpF6J5uMBvoh6sFB7EL1,2015,0.0158,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,0.891,200080,0.486,4scpF6J5uMBvoh6sFB7EL1,3.78e-06,6,0.0925,-7.803,1,0.159,125.01,4,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,audio_features,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.239
63,Riptide,Vance Joy,https://open.spotify.com/track/3JvrhDOgAt6p7K8mDyZwRd,2015,0.431,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,0.484,204280,0.731,3JvrhDOgAt6p7K8mDyZwRd,0.0,1,0.151,-6.694,1,0.0379,101.654,4,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,audio_features,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.51
64,Classic Man (feat. Roman GianArthur),Jidenna,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9,2015,0.185,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,0.79,226000,0.585,3G7XYAwtxtoGK7fAm4IlD9,0.0,8,0.292,-6.058,1,0.0348,94.072,4,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585
65,Ex's & Oh's,Elle King,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH,2015,0.0183,https://api.spotify.com/v1/audio-analysis/70eDxAyAraNTiD6lx2ZEnH,0.612,202173,0.921,70eDxAyAraNTiD6lx2ZEnH,0.0,7,0.0576,-2.879,1,0.0848,139.986,4,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,audio_features,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.453
66,Dear Future Husband,Meghan Trainor,https://open.spotify.com/track/3cU2wBxuV6nFiuf6PJZNlC,2015,0.375,https://api.spotify.com/v1/audio-analysis/3cU2wBxuV6nFiuf6PJZNlC,0.655,184227,0.782,3cU2wBxuV6nFiuf6PJZNlC,0.0,1,0.317,-4.789,1,0.185,79.427,4,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,audio_features,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,0.832
67,Marvin Gaye,Charlie Puth,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3,2015,0.417,https://api.spotify.com/v1/audio-analysis/6ukMqDxnOPOgoHdak7Kyp3,0.795,190453,0.616,6ukMqDxnOPOgoHdak7Kyp3,0.0,1,0.349,-5.281,0,0.06,110.015,4,https://api.spotify.com/v1/tracks/6ukMqDxnOPOgoHdak7Kyp3,audio_features,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.815
68,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW,2015,0.4,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,0.63,225053,0.53,2YlZnw2ikdb837oKMKjBkW,0.0,0,0.177,-7.259,1,0.0434,108.038,3,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,audio_features,spotify:track:2YlZnw2ikdb837oKMKjBkW,0.417
69,Habits (Stay High),Tove Lo,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB,2015,0.0703,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,0.733,209160,0.65,14OxJlLdcHNpgsm4DRwDOB,6.59e-05,5,0.0829,-3.539,1,0.0315,110.003,4,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,audio_features,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.348
70,The Hanging Tree,James Newton Howard,https://open.spotify.com/track/416MsJxvxSKY96DCmbJIRs,2015,0.343,https://api.spotify.com/v1/audio-analysis/416MsJxvxSKY96DCmbJIRs,0.338,218507,0.0775,416MsJxvxSKY96DCmbJIRs,3.67e-05,9,0.212,-18.067,0,0.0338,100.648,4,https://api.spotify.com/v1/tracks/416MsJxvxSKY96DCmbJIRs,audio_features,spotify:track:416MsJxvxSKY96DCmbJIRs,0.155
71,CoCo,O.T. Genasis,https://open.spotify.com/track/2JI71GHwq2LN8mtq3iCLYo,2015,0.00215,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,0.886,239574,0.628,2JI71GHwq2LN8mtq3iCLYo,1.15e-05,8,0.31,-5.949,1,0.131,119.906,4,https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo,audio_features,spotify:track:2JI71GHwq2LN8mtq3iCLYo,0.178
72,Bang Bang - Imanos & Gramercy Remix,Jessie J,https://open.spotify.com/track/1z3Q0Vv26kdsSc8KshjNWX,2015,0.0365,https://api.spotify.com/v1/audio-analysis/1z3Q0Vv26kdsSc8KshjNWX,0.693,224680,0.866,1z3Q0Vv26kdsSc8KshjNWX,0.00112,8,0.361,-4.448,1,0.0428,149.946,4,https://api.spotify.com/v1/tracks/1z3Q0Vv26kdsSc8KshjNWX,audio_features,spotify:track:1z3Q0Vv26kdsSc8KshjNWX,0.19
73,Lay Me Down,Sam Smith,https://open.spotify.com/track/64GRDrL1efgXclrhVCeuA0,2015,0.919,https://api.spotify.com/v1/audio-analysis/64GRDrL1efgXclrhVCeuA0,0.468,219536,0.19,64GRDrL1efgXclrhVCeuA0,0.0,4,0.107,-11.138,1,0.0373,125.319,4,https://api.spotify.com/v1/tracks/64GRDrL1efgXclrhVCeuA0,audio_features,spotify:track:64GRDrL1efgXclrhVCeuA0,0.326
74,Tuesday (feat. Drake),ILOVEMAKONNEN,https://open.spotify.com/track/2znzyzlAUc8Z1Ikq9aFOcx,2015,0.215,https://api.spotify.com/v1/audio-analysis/2znzyzlAUc8Z1Ikq9aFOcx,0.77,321987,0.664,2znzyzlAUc8Z1Ikq9aFOcx,0.000118,0,0.105,-5.604,1,0.211,140.163,4,https://api.spotify.com/v1/tracks/2znzyzlAUc8Z1Ikq9aFOcx,audio_features,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,0.472
75,Hit the Quan - Original Version,iLoveMemphis,https://open.spotify.com/track/4OjuzM3rTWp3q60mEldNSF,2015,0.000235,https://api.spotify.com/v1/audio-analysis/4OjuzM3rTWp3q60mEldNSF,0.741,181081,0.488,4OjuzM3rTWp3q60mEldNSF,0.0,8,0.0488,-8.253,1,0.362,160.018,4,https://api.spotify.com/v1/tracks/4OjuzM3rTWp3q60mEldNSF,audio_features,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.625
76,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,https://open.spotify.com/track/5pfJsMwoRYKampPay8amX0,2015,0.0916,https://api.spotify.com/v1/audio-analysis/5pfJsMwoRYKampPay8amX0,0.828,292593,0.609,5pfJsMwoRYKampPay8amX0,1.21e-06,1,0.291,-4.402,1,0.0694,109.725,4,https://api.spotify.com/v1/tracks/5pfJsMwoRYKampPay8amX0,audio_features,spotify:track:5pfJsMwoRYKampPay8amX0,0.707
77,House Party,Sam Hunt,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0,2015,0.113,https://api.spotify.com/v1/audio-analysis/1TwLKNsCnhi1HxbIi4bAW0,0.747,190240,0.861,1TwLKNsCnhi1HxbIi4bAW0,0.0,8,0.026,-5.251,1,0.0514,103.966,4,https://api.spotify.com/v1/tracks/1TwLKNsCnhi1HxbIi4bAW0,audio_features,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,0.859
78,Kick The Dust Up,Luke Bryan,https://open.spotify.com/track/5g15o2Sm55Hn9ShK5yEXgp,2015,0.196,https://api.spotify.com/v1/audio-analysis/5g15o2Sm55Hn9ShK5yEXgp,0.597,190587,0.86,5g15o2Sm55Hn9ShK5yEXgp,0.0,1,0.087,-2.315,1,0.0461,172.064,4,https://api.spotify.com/v1/tracks/5g15o2Sm55Hn9ShK5yEXgp,audio_features,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,0.818
79,Blessings,Big Sean,https://open.spotify.com/track/1bzM1cd6oqFozdr4wK6HdR,2015,0.33,https://api.spotify.com/v1/audio-analysis/1bzM1cd6oqFozdr4wK6HdR,0.79,252040,0.621,1bzM1cd6oqFozdr4wK6HdR,0.0,1,0.122,-7.634,1,0.275,118.896,4,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,audio_features,spotify:track:1bzM1cd6oqFozdr4wK6HdR,0.15
80,Budapest,George Ezra,https://open.spotify.com/track/7q0aQpiLv5tIsupcgQ3Ny4,2015,0.0846,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,0.717,200733,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0.0,5,0.11,-8.303,1,0.0276,127.81,4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.389
81,Chandelier,Sia,https://open.spotify.com/track/2s1sdSqGcKxpPr5lCl7jAV,2015,0.0197,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,0.399,216120,0.787,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.572
82,Heartbeat Song,Kelly Clarkson,https://open.spotify.com/track/7FC9Lng8iXU081lbigu8m8,2015,0.0137,https://api.spotify.com/v1/audio-analysis/7FC9Lng8iXU081lbigu8m8,0.49,198733,0.798,7FC9Lng8iXU081lbigu8m8,0.0,6,0.0627,-3.66,1,0.0489,149.109,4,https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8,audio_features,spotify:track:7FC9Lng8iXU081lbigu8m8,0.479
83,Ghost,Ella Henderson,https://open.spotify.com/track/4z7gh3aIZV9arbL9jJSc5J,2015,0.0457,https://api.spotify.com/v1/audio-analysis/4z7gh3aIZV9arbL9jJSc5J,0.68,213213,0.84,4z7gh3aIZV9arbL9jJSc5J,8.38e-06,9,0.143,-3.823,1,0.0415,104.985,4,https://api.spotify.com/v1/tracks/4z7gh3aIZV9arbL9jJSc5J,audio_features,spotify:track:4z7gh3aIZV9arbL9jJSc5J,0.468
84,Here,Alessia Cara,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ,2015,0.0785,https://api.spotify.com/v1/audio-analysis/1wYZZtamWTQAoj8B812uKQ,0.376,199453,0.821,1wYZZtamWTQAoj8B812uKQ,0.0,0,0.0823,-3.974,1,0.104,120.462,4,https://api.spotify.com/v1/tracks/1wYZZtamWTQAoj8B812uKQ,audio_features,spotify:track:1wYZZtamWTQAoj8B812uKQ,0.331
85,Waves - Robin Schulz Radio Edit,Mr. Probz,https://open.spotify.com/track/5Sf3GyLEAzJXxZ5mbCPXTu,2015,0.00821,https://api.spotify.com/v1/audio-analysis/5Sf3GyLEAzJXxZ5mbCPXTu,0.829,208133,0.51,5Sf3GyLEAzJXxZ5mbCPXTu,0.0014,5,0.0829,-9.334,0,0.0369,119.993,4,https://api.spotify.com/v1/tracks/5Sf3GyLEAzJXxZ5mbCPXTu,audio_features,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,0.45
86,She Knows,Ne-Yo,https://open.spotify.com/track/7seTcUFOhn5caSDbiSfsp0,2015,0.0262,https://api.spotify.com/v1/audio-analysis/7seTcUFOhn5caSDbiSfsp0,0.706,214726,0.572,7seTcUFOhn5caSDbiSfsp0,0.0,8,0.585,-5.799,0,0.0326,139.982,4,https://api.spotify.com/v1/tracks/7seTcUFOhn5caSDbiSfsp0,audio_features,spotify:track:7seTcUFOhn5caSDbiSfsp0,0.574
87,Night Changes,One Direction,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,2015,0.859,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,0.672,226600,0.52,5O2P9iiztwhomNh8xkR9lJ,0.0,8,0.115,-7.747,1,0.0353,120.001,4,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.37
88,Back To Back,Drake,https://open.spotify.com/track/5lFDtgWsjRJu8fPOAyJIAK,2015,0.00854,https://api.spotify.com/v1/audio-analysis/5lFDtgWsjRJu8fPOAyJIAK,0.893,170638,0.48,5lFDtgWsjRJu8fPOAyJIAK,0.0,1,0.116,-3.728,0,0.356,86.976,4,https://api.spotify.com/v1/tracks/5lFDtgWsjRJu8fPOAyJIAK,audio_features,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,0.382
89,How Deep Is Your Love - Calvin Harris & R3hab Remix,Calvin Harris,https://open.spotify.com/track/6rMwYjoFvxKiaEH4If8ZpZ,2015,0.00426,https://api.spotify.com/v1/audio-analysis/6rMwYjoFvxKiaEH4If8ZpZ,0.673,256560,0.859,6rMwYjoFvxKiaEH4If8ZpZ,0.015,11,0.128,-3.007,0,0.056,127.978,4,https://api.spotify.com/v1/tracks/6rMwYjoFvxKiaEH4If8ZpZ,audio_features,spotify:track:6rMwYjoFvxKiaEH4If8ZpZ,0.111
